"","V1","V2","V3","V4","V5"
"1",3.22208347585879e-07,9.10298580118674e-06,0.856423962206118,93.3985632488663,5.49034422667702e-05
"2",3.16378841708139e-07,8.24025358561031e-06,0.8506915114104,101.099096377798,6.33975775092721e-05
"3",3.13663689303217e-07,8.62486361467575e-06,0.865071559327347,85.6034137765913,5.90560702500556e-05
"4",3.06664052021806e-07,7.29269505236683e-06,0.814006421270288,136.696967931378,0.000153226718244883
"5",2.87481690619381e-07,7.02505710961142e-06,0.492333315640723,258.109804943154,0.000155055809066655
"6",3.06140358110605e-07,7.53192264498754e-06,0.764874656699176,160.407618380129,0.000187739599547954
"7",2.75271826200819e-07,7.63455547859384e-06,0.854876350479633,108.542731145062,0.000114871584437406
"8",2.87208441796975e-07,7.00361770769253e-06,0.487309169111236,256.908008469329,0.0001396175044908
"9",3.08302575537155e-07,8.51957365581371e-06,0.872630781227675,71.715013524335,8.06994564169882e-05
"10",2.89170907528244e-07,7.05036820047666e-06,0.510146555854046,242.42728327093,0.000183030472624243
"11",3.13583225769838e-07,8.30082939190065e-06,0.862033589517252,83.2727387512339,5.48429975357647e-05
"12",3.07877316456469e-07,8.66707973729502e-06,0.862297831401103,77.5546222544112,7.03640848756318e-05
"13",3.06031790113471e-07,8.48637953397695e-06,0.868028989505935,69.5341686935491,6.84495326209335e-05
"14",3.16950223246395e-07,8.58082503747428e-06,0.790722776798077,123.079790975266,1.46297705682353e-05
"15",3.14841241084344e-07,8.4949159643631e-06,0.798287405033668,118.227611320916,4.86037568354939e-06
"16",3.17045753815995e-07,8.97840831450559e-06,0.852525596142811,82.1867649921246,2.25426565866095e-06
"17",3.10655072378663e-07,8.51415094458385e-06,0.829890746976831,110.246073195369,7.70047951973552e-05
"18",2.99110632467434e-07,7.54693314496592e-06,0.761032702339094,161.339568817276,0.000155959971490605
"19",3.01662015629443e-07,7.41425447287668e-06,0.675031009309464,196.931516995241,0.000161722499207663
"20",2.9343457403442e-07,7.04351749750082e-06,0.549681538195764,245.841418391835,0.000313747241486854
"21",2.98568353375718e-07,7.14251068535798e-06,0.568142019455118,238.922802574647,0.000341244861651271
"22",2.95676315602031e-07,7.0371288603521e-06,0.672686842893432,204.619049355282,0.000242549029364155
"23",2.95188304240955e-07,7.25174011463118e-06,0.545292145147433,243.142718758209,0.000356059171249782
"24",2.89113058174424e-07,7.11524298181239e-06,0.501167185529688,254.509515503568,0.000237576990757527
"25",2.9171776075883e-07,7.09465596547261e-06,0.534494599954658,245.882082191042,0.000250892190625099
"26",2.93144207353061e-07,7.33862568459655e-06,0.545138646181045,242.499779461761,0.000376527391057149
"27",3.04902364240172e-07,7.56781597420055e-06,0.705782005681969,187.549138843099,0.000184136239954459
"28",3.04353438564426e-07,7.17427512584089e-06,0.748127144548042,175.951086139697,0.000158851769908971
"29",3.06530730264841e-07,7.41680273450562e-06,0.796166683013047,152.697258288674,0.000163684237675704
"30",3.06240518516429e-07,7.76846486203817e-06,0.80147346866725,142.91673160744,0.000132783419858266
"31",2.88517068016486e-07,7.04736717356639e-06,0.515765405569808,251.982193270763,0.000147744694202089
"32",3.06562173744906e-07,7.51372685524023e-06,0.774267023802401,161.303426887065,0.00016704637256706
"33",3.0368038671954e-07,7.58284469884956e-06,0.770182569467697,161.885799423698,0.000151765797278376
"34",2.92362705488033e-07,7.08701037752272e-06,0.543750982086071,246.922160020071,0.000231358905446485
"35",2.91957581253353e-07,7.09171214643655e-06,0.548791666751198,243.09260736244,0.000208788836637548
"36",3.07116584001094e-07,7.62782241906804e-06,0.759573312759671,163.827083031519,0.000122197651169775
"37",3.04657398690463e-07,7.75535219100553e-06,0.809427970258349,137.106051757471,0.000111590258560466
"38",2.88401856794406e-07,7.07799134740774e-06,0.503842011811598,254.702911378768,0.000167714675305256
"39",2.93867088989409e-07,4.3583379547334e-06,0.91627334551014,118.118397859226,0.00011293554271165
"40",3.1371132420547e-07,7.75031733726975e-06,0.795184926746225,147.242500424007,8.02188985160215e-05
"41",3.14419869912612e-07,7.91083928864375e-06,0.841297465854388,119.938943066251,7.14715617736822e-05
"42",3.09253103146986e-07,8.08564420618063e-06,0.821502315284104,127.072847198557,6.92484049475169e-05
"43",2.87079750864196e-07,7.00149159918332e-06,0.484904508847914,260.924157248223,0.000135284104680402
"44",3.11732701627908e-07,8.30645153861726e-06,0.901868875770384,58.0157767635947,7.20952697896726e-05
"45",3.18335707057713e-07,8.52103135648389e-06,0.848775391431042,99.5097631104233,4.70915626181213e-05
"46",3.08897120615876e-07,8.44013902616078e-06,0.824423018749376,120.935658714672,0.000110528695083559
"47",2.94322660232127e-07,1.08198425450146e-05,0.812582047065255,98.6227522359896,7.91812867140901e-05
"48",2.87186860803751e-07,7.00885137675843e-06,0.486996443384055,261.469170424113,0.000139622309468162
"49",3.15935942608899e-07,8.55798956129181e-06,0.820185551707745,112.821723331343,6.25616274640154e-05
"50",3.07756537059621e-07,8.0714111512343e-06,0.830080307792779,113.518232614027,8.91115763755727e-05
"51",3.13987042603183e-07,8.9933076544784e-06,0.84561133843195,83.6685851937576,3.66383151769202e-05
"52",3.00762934339615e-07,7.97114014218868e-06,0.737821489190307,157.791106941538,6.74011828595043e-05
