"","V1","V2","V3"
"1",0.00975615841732421,0.777307793612686,0.131696063888178
"2",0.00735849322169943,0.951152203328841,0.107911875329328
"3",0.00344646918795382,0.647145367889362,0.0836217712740435
"4",0.0144295018037869,1.05096027841459,0.264659703730079
"5",0.0117622977428314,0.777313429626203,0.151024218259475
"6",0.00999084132030805,0.655103899491519,0.138089018772002
"7",0.0136718774323547,1.10957475140596,0.19552647667646
"8",0.00789061253217002,1.44096540450553,0.127292850926117
"9",0.00890381895858508,1.15652653389751,0.13862764039487
"10",0.0167981068799374,3.83908204562347,0.267944812317794
"11",0.0105633571499607,2.10598799828361,0.326493008686559
"12",0.00606295936041635,0.837199799227856,0.164542915945307
"13",0.0147132674483329,1.54442734762107,0.342483501949913
"14",0.00743317312678999,1.30873312311743,0.180281627601805
"15",0.0110054419993165,2.50222850384161,0.227618231433873
"16",0.00699982173319966,0.580566979225471,0.120032841186525
"17",0.00430500576711679,1.08082911796661,0.125563917839882
"18",0.0101263173114455,0.650726163116886,0.169089531670066
"19",0.00252811216807419,0.396928527534112,0.0763860723957304
"20",0.0130864555471571,2.00201846732293,0.258532181339965
"21",0.00693393571231613,1.14780871593695,0.157770321582366
"22",0.00775745859293981,0.875823169120867,0.198888836142644
"23",0.0128722370922342,5.64110179096877,0.240395774438464
"24",0.0115972769216988,1.60326744943081,0.493028064636902
"25",0.000549091126768833,0.0588219553283641,0.0233390950332751
"26",0.0140602626521311,2.59010353530995,0.388288307208569
"27",0.0045416313546318,0.968372114375761,0.105049383069493
"28",0.00490178689130767,1.48882052873326,0.125669851379479
"29",0.0133877722655985,2.40967692957076,0.353088550937268
"30",0.0107363864873369,1.86941461841245,0.234445778275849
"31",0.00489308575463988,0.804357903091506,0.150906907439529
"32",0.0110790614375457,0.887049819810812,0.210305230647767
"33",0.0166597652007628,3.36246201101044,0.42634376470824
"34",0.0158678146600486,3.43066253535877,0.296935548052083
"35",0.018317912952789,2.15714542893276,0.287614242161808
"36",0.0169823567774791,1.03078275288517,0.228457643918027
"37",0.0140338175143814,1.62230750634521,0.266829807670415
"38",0.0077987440369964,0.937077991975134,0.15005596143063
"39",0.00744368168560422,0.887385445340205,0.0940096879311738
"40",0.00552706323906423,0.999454443219133,0.10339543111892
"41",0.00618642396949073,0.825390331198926,0.126835502036271
"42",0.00998374038874899,1.23079982451607,0.259855320583734
"43",0.00604390435744444,1.36290035565388,0.0982556635750005
"44",0.0118291599275236,1.80769276183063,0.13152085640399
"45",0.00516769658669994,0.704512914404942,0.12191570299072
"46",0.0130719166659075,1.16952107134218,0.196240010338897
"47",0.00581857265537258,0.853594965675896,0.114546093475648
"48",0.0128909455838422,1.34192252013414,0.177715915889096
"49",0.0103825601285266,1.971504162289,0.185422135640645
"50",0.0104210343914414,2.25874053221583,0.179934830862488
"51",0.00579314937046979,0.821292565147353,0.117233699963396
"52",0.0124455752199402,1.42692972591973,0.231023321552108
