"","V1","V2","V3"
"1",0.00342732639476874,0.43183309311563,0.0506636900974242
"2",0.00384056194322515,0.542985375443709,0.0507619061663155
"3",0.0059854808870997,0.671731289548521,0.11277293015683
"4",0.00641903709809921,0.559599485784256,0.102974707899777
"5",0.0216885214359747,1.21522611914427,0.318070044439204
"6",0.00217378463287111,0.285673911603578,0.0227310141423994
"7",0.00697576649128287,0.596924463121542,0.104154721617318
"8",0.0218600034427124,1.2980742511684,0.309016526391656
"9",0.0086556546413972,0.741698632403049,0.10668739811015
"10",0.0140376183502682,1.84154357962789,0.173281251346064
"11",0.00477276411732388,0.757566328330354,0.0730602607706987
"12",0.00507180485567401,0.623935453737357,0.0849613039729781
"13",0.00800675118048775,0.719824280611369,0.122302448093766
"14",0.00218131916209631,0.35889025832473,0.0397950643990915
"15",0.00216120011087476,0.45381182375539,0.0298394174549482
"16",0.00449297124243567,0.522435543300625,0.100323078841694
"17",0.00444126081210646,0.443967804769329,0.0808670211692599
"18",0.00998830404329582,0.860191910055482,0.137875297335509
"19",0.00406170401607923,0.629376139165505,0.0438754629381162
"20",0.00538769813929785,0.61436084428898,0.0471307001552619
"21",0.00849292822335638,0.725211779254574,0.0672632854746538
"22",0.0109432110687286,0.851708186724973,0.0839350860288507
"23",0.00301186011852146,0.364302898514361,0.0260855660707483
"24",0.0122400065377267,1.10527168837163,0.133649120295849
"25",0.0108358884529099,0.918865421795927,0.116711107896933
"26",0.00596025375622323,0.473641175761915,0.0578078075904486
"27",0.00427513355675501,0.651638570293958,0.0384584544780493
"28",0.00312225770854753,0.493661256430861,0.0235903561901637
"29",0.00321815402392529,0.496624096337106,0.0391001957380646
"30",0.00391212510410578,0.580439533855947,0.0539994557962856
"31",0.0151098382365259,1.25869560505598,0.162259991434572
"32",0.00373534151456842,0.413612503515056,0.0387960188932911
"33",0.00770667531091059,0.587413055155713,0.106575806816127
"34",0.0115516768434147,0.8532110097043,0.14213736125279
"35",0.0216526371751163,1.59652998680666,0.21589752613729
"36",0.00188182792636308,0.295164330491743,0.0243932396979369
"37",0.00831864433036304,0.98740635317902,0.128695764541744
"38",0.0148421331733369,1.36603029077326,0.162277771164426
"39",0.0114597255526098,1.07713084528741,0.160459904354678
"40",0.00321709581271778,0.611693971677289,0.0286754625630845
"41",0.00339479054621261,0.526565283967667,0.0371186295127648
"42",0.00408944534941258,0.530768265933491,0.0632223105048839
"43",0.0189987240183633,1.51120760884495,0.217978273589529
"44",0.00550327020601324,0.675531915241976,0.0738883518299776
"45",0.00326945554005126,0.506114395380264,0.0494894881528423
"46",0.00679221617802684,0.717807458840058,0.124505369563947
"47",0.00809856166803149,1.56678560153079,0.117346356985719
"48",0.0223657923704145,1.5226350613498,0.230398839143594
"49",0.00525322228314108,1.01816843287008,0.0644426165627862
"50",0.00664178123589426,0.856057022593645,0.0986885299760116
"51",0.00673617340929666,0.666145589820925,0.132172651360875
"52",0.00864941443688069,0.640558986924618,0.0976503377346382
