date,days,rate
01/12/2015,1892,1.63003
01/12/2015,1983,1.672798
01/12/2015,2074,1.713582
01/12/2015,2165,1.752842
01/12/2015,2256,1.790763
01/12/2015,2347,1.826915
01/12/2015,2438,1.861496
01/12/2015,2529,1.894675
01/12/2015,2620,1.926773
01/12/2015,2711,1.957392
01/12/2015,2809,1.988823
01/12/2015,2900,2.016764
01/12/2015,2984,2.041631
01/12/2015,3082,2.069359
01/12/2015,3173,2.094029
01/12/2015,3264,2.117885
01/12/2015,3355,2.140992
01/12/2015,3446,2.163411
01/12/2015,3537,2.185194
01/12/2015,3628,2.206388
01/13/2015,7,0.134887
01/13/2015,8,0.13626
01/13/2015,36,0.229379
01/13/2015,64,0.242125
01/13/2015,92,0.25174
01/13/2015,127,0.264779
01/13/2015,155,0.279212
01/13/2015,246,0.316506
01/13/2015,337,0.377414
01/13/2015,428,0.456542
01/13/2015,519,0.545174
01/13/2015,617,0.645094
01/13/2015,708,0.738456
01/13/2015,792,0.823833
01/13/2015,890,0.918582
01/13/2015,981,1.001812
01/13/2015,1072,1.079906
01/13/2015,1163,1.153673
01/13/2015,1254,1.222224
01/13/2015,1345,1.286275
01/13/2015,1436,1.346362
01/13/2015,1527,1.403193
01/13/2015,1618,1.456465
01/13/2015,1709,1.506748
01/13/2015,1800,1.554494
01/13/2015,1891,1.599827
01/13/2015,1982,1.642848
01/13/2015,2073,1.684081
01/13/2015,2164,1.723753
01/13/2015,2255,1.762052
01/13/2015,2346,1.798552
01/13/2015,2437,1.833454
01/13/2015,2528,1.86693
01/13/2015,2619,1.899305
01/13/2015,2710,1.930182
01/13/2015,2808,1.961872
01/13/2015,2899,1.990035
01/13/2015,2983,2.015097
01/13/2015,3081,2.043198
01/13/2015,3172,2.068193
01/13/2015,3263,2.092355
01/13/2015,3354,2.115753
01/13/2015,3445,2.138446
01/13/2015,3536,2.160489
01/13/2015,3627,2.18193
01/14/2015,7,0.13613
01/14/2015,31,0.170549
01/14/2015,35,0.177487
01/14/2015,63,0.213499
01/14/2015,91,0.230469
01/14/2015,126,0.246706
01/14/2015,154,0.260833
01/14/2015,245,0.297582
01/14/2015,336,0.354198
01/14/2015,427,0.428753
01/14/2015,518,0.512664
01/14/2015,616,0.606661
01/14/2015,707,0.695347
01/14/2015,791,0.776825
01/14/2015,889,0.867405
01/14/2015,980,0.947504
01/14/2015,1071,1.023426
01/14/2015,1162,1.095755
01/14/2015,1253,1.163438
01/14/2015,1344,1.227079
01/14/2015,1435,1.286805
01/14/2015,1526,1.343617
01/14/2015,1617,1.396872
01/14/2015,1708,1.447137
01/14/2015,1799,1.494866
01/14/2015,1890,1.540426
01/14/2015,1981,1.583882
01/14/2015,2072,1.625513
01/14/2015,2163,1.665548
01/14/2015,2254,1.704181
01/14/2015,2345,1.740988
01/14/2015,2436,1.776362
01/14/2015,2527,1.810457
01/14/2015,2618,1.843408
01/14/2015,2709,1.87499
01/14/2015,2807,1.907564
01/14/2015,2898,1.93681
01/14/2015,2982,1.962954
01/14/2015,3080,1.992243
01/14/2015,3171,2.018275
01/14/2015,3262,2.043416
01/14/2015,3353,2.067739
01/14/2015,3444,2.091308
01/14/2015,3535,2.114182
01/14/2015,3626,2.136413
01/15/2015,7,0.136752
01/15/2015,31,0.170409
01/15/2015,34,0.175337
01/15/2015,62,0.2129
01/15/2015,90,0.230245
01/15/2015,125,0.243836
01/15/2015,153,0.256725
01/15/2015,244,0.289487
01/15/2015,335,0.340219
01/15/2015,426,0.408206
01/15/2015,517,0.485212
01/15/2015,615,0.572459
01/15/2015,706,0.655257
01/15/2015,790,0.731968
01/15/2015,888,0.818129
01/15/2015,979,0.894444
01/15/2015,1070,0.966794
01/15/2015,1161,1.035714
01/15/2015,1252,1.100116
01/15/2015,1343,1.160918
01/15/2015,1434,1.218485
01/15/2015,1525,1.273394
01/15/2015,1616,1.325242
01/15/2015,1707,1.374518
01/15/2015,1798,1.421613
01/15/2015,1889,1.466841
01/15/2015,1980,1.510228
01/15/2015,2071,1.552016
01/15/2015,2162,1.592407
01/15/2015,2253,1.63157
01/15/2015,2344,1.669061
01/15/2015,2435,1.705255
01/15/2015,2526,1.740112
01/15/2015,2617,1.773945
01/15/2015,2708,1.80635
01/15/2015,2806,1.839927
01/15/2015,2897,1.870043
01/15/2015,2981,1.897225
01/15/2015,3079,1.927655
01/15/2015,3170,1.954827
01/15/2015,3261,1.981044
01/15/2015,3352,2.006521
01/15/2015,3443,2.031183
01/15/2015,3534,2.055094
01/15/2015,3625,2.078309
01/16/2015,7,0.136752
01/16/2015,31,0.170409
01/16/2015,33,0.173629
01/16/2015,61,0.214921
01/16/2015,89,0.231825
01/16/2015,124,0.246509
01/16/2015,152,0.261791
01/16/2015,180,0.27705
01/16/2015,243,0.336595
01/16/2015,334,0.38292
01/16/2015,425,0.450594
01/16/2015,516,0.529195
01/16/2015,614,0.619247
01/16/2015,705,0.704603
01/16/2015,789,0.783689
01/16/2015,887,0.872041
01/16/2015,978,0.950464
01/16/2015,1069,1.024987
01/16/2015,1160,1.095735
01/16/2015,1251,1.161694
01/16/2015,1342,1.223497
01/16/2015,1433,1.281612
01/16/2015,1524,1.336702
01/16/2015,1615,1.388424
01/16/2015,1706,1.437586
01/16/2015,1797,1.484321
01/16/2015,1888,1.528979
01/16/2015,1979,1.571616
01/16/2015,2070,1.612498
01/16/2015,2161,1.651845
01/16/2015,2252,1.689845
01/16/2015,2343,1.726067
01/16/2015,2434,1.760898
01/16/2015,2525,1.794307
01/16/2015,2616,1.826618
01/16/2015,2707,1.857434
01/16/2015,2805,1.889238
01/16/2015,2896,1.917657
01/16/2015,2980,1.943222
01/16/2015,3078,1.971877
01/16/2015,3169,1.997499
01/16/2015,3260,2.022252
01/16/2015,3351,2.046344
01/16/2015,3442,2.069694
01/16/2015,3533,2.09236
01/16/2015,3624,2.114394
01/20/2015,7,0.137373
01/20/2015,29,0.168041
01/20/2015,57,0.214975
01/20/2015,85,0.232657
01/20/2015,120,0.247588
01/20/2015,148,0.263079
01/20/2015,176,0.279286
01/20/2015,239,0.340572
01/20/2015,330,0.387758
01/20/2015,421,0.457215
01/20/2015,512,0.537951
01/20/2015,610,0.630434
01/20/2015,701,0.718105
01/20/2015,785,0.799393
01/20/2015,883,0.889764
01/20/2015,974,0.969211
01/20/2015,1065,1.044137
01/20/2015,1156,1.114813
01/20/2015,1247,1.180327
01/20/2015,1338,1.241733
01/20/2015,1429,1.299171
01/20/2015,1520,1.353656
01/20/2015,1611,1.404834
01/20/2015,1702,1.453234
01/20/2015,1793,1.499279
01/20/2015,1884,1.54331
01/20/2015,1975,1.585141
01/20/2015,2066,1.625284
01/20/2015,2157,1.663952
01/20/2015,2248,1.701122
01/20/2015,2339,1.73677
01/20/2015,2430,1.771069
01/20/2015,2521,1.803983
01/20/2015,2612,1.835656
01/20/2015,2703,1.865874
01/20/2015,2801,1.8969
01/20/2015,2892,1.924642
01/20/2015,2976,1.949618
01/20/2015,3074,1.977465
01/20/2015,3165,2.002379
01/20/2015,3256,2.026463
01/20/2015,3347,2.049922
01/20/2015,3438,2.072672
01/20/2015,3529,2.094768
01/20/2015,3620,2.116259
01/21/2015,7,0.137995
01/21/2015,28,0.165171
01/21/2015,56,0.214379
01/21/2015,84,0.234158
01/21/2015,119,0.248773
01/21/2015,147,0.263179
01/21/2015,175,0.279462
01/21/2015,238,0.314143
01/21/2015,329,0.370184
01/21/2015,420,0.445807
01/21/2015,511,0.531435
01/21/2015,609,0.628372
01/21/2015,700,0.720377
01/21/2015,784,0.805315
01/21/2015,882,0.899617
01/21/2015,973,0.982944
01/21/2015,1064,1.061513
01/21/2015,1155,1.135651
01/21/2015,1246,1.204485
01/21/2015,1337,1.268754
01/21/2015,1428,1.329009
01/21/2015,1519,1.385971
01/21/2015,1610,1.439342
01/21/2015,1701,1.489969
01/21/2015,1792,1.538012
01/21/2015,1883,1.583847
01/21/2015,1974,1.627314
01/21/2015,2065,1.668948
01/21/2015,2156,1.708981
01/21/2015,2247,1.747606
01/21/2015,2338,1.784597
01/21/2015,2429,1.820137
01/21/2015,2520,1.854201
01/21/2015,2611,1.886943
01/21/2015,2702,1.918328
01/21/2015,2800,1.950699
01/21/2015,2891,1.979609
01/21/2015,2975,2.005459
01/21/2015,3073,2.034261
01/21/2015,3164,2.060011
01/21/2015,3255,2.084883
01/21/2015,3346,2.109087
01/21/2015,3437,2.132542
01/21/2015,3528,2.155307
01/21/2015,3619,2.177432
01/22/2015,7,0.136752
01/22/2015,27,0.164907
01/22/2015,55,0.213852
01/22/2015,83,0.234048
01/22/2015,118,0.248819
01/22/2015,146,0.264287
01/22/2015,174,0.2813
01/22/2015,237,0.315639
01/22/2015,328,0.375649
01/22/2015,419,0.454663
01/22/2015,510,0.544293
01/22/2015,608,0.645018
01/22/2015,699,0.74025
01/22/2015,783,0.828042
01/22/2015,881,0.925536
01/22/2015,972,1.011247
01/22/2015,1063,1.092218
01/22/2015,1154,1.168771
01/22/2015,1245,1.239663
01/22/2015,1336,1.305705
01/22/2015,1427,1.367504
01/22/2015,1518,1.425821
01/22/2015,1609,1.480392
01/22/2015,1700,1.532088
01/22/2015,1791,1.58109
01/22/2015,1882,1.627789
01/22/2015,1973,1.672039
01/22/2015,2064,1.714387
01/22/2015,2155,1.754858
01/22/2015,2246,1.793682
01/22/2015,2337,1.830856
01/22/2015,2428,1.866563
01/22/2015,2519,1.9006
01/22/2015,2610,1.933317
01/22/2015,2701,1.964677
01/22/2015,2799,1.997022
01/22/2015,2890,2.02591
01/22/2015,2974,2.051883
01/22/2015,3072,2.080818
01/22/2015,3163,2.106684
01/22/2015,3254,2.131666
01/22/2015,3345,2.155974
01/22/2015,3436,2.179527
01/22/2015,3527,2.202383
01/22/2015,3618,2.224596
01/23/2015,7,0.13613
01/23/2015,26,0.163025
01/23/2015,54,0.213853
01/23/2015,82,0.234295
01/23/2015,117,0.249119
01/23/2015,145,0.264635
01/23/2015,173,0.28087
01/23/2015,236,0.315469
01/23/2015,327,0.372892
01/23/2015,418,0.449389
01/23/2015,509,0.535616
01/23/2015,607,0.633013
01/23/2015,698,0.724677
01/23/2015,782,0.80937
01/23/2015,880,0.903996
01/23/2015,971,0.987085
01/23/2015,1062,1.065447
01/23/2015,1153,1.139403
01/23/2015,1244,1.207705
01/23/2015,1335,1.271507
01/23/2015,1426,1.331027
01/23/2015,1517,1.387036
01/23/2015,1608,1.439557
01/23/2015,1699,1.489152
01/23/2015,1790,1.536266
01/23/2015,1881,1.581016
01/23/2015,1972,1.623495
01/23/2015,2063,1.664227
01/23/2015,2154,1.703219
01/23/2015,2245,1.740684
01/23/2015,2336,1.776407
01/23/2015,2427,1.810584
01/23/2015,2518,1.8432
01/23/2015,2609,1.874595
01/23/2015,2700,1.904722
01/23/2015,2798,1.935831
01/23/2015,2889,1.963485
01/23/2015,2973,1.988385
01/23/2015,3071,2.016146
01/23/2015,3162,2.040985
01/23/2015,3253,2.064997
01/23/2015,3344,2.088387
01/23/2015,3435,2.111071
01/23/2015,3526,2.133104
01/23/2015,3617,2.154534
01/26/2015,7,0.138617
01/26/2015,23,0.16049
01/26/2015,51,0.215699
01/26/2015,79,0.236263
01/26/2015,114,0.25243
01/26/2015,142,0.267621
01/26/2015,170,0.285321
01/26/2015,233,0.321902
01/26/2015,324,0.380894
01/26/2015,415,0.45952
01/26/2015,506,0.548075
01/26/2015,604,0.648035
01/26/2015,695,0.742096
01/26/2015,779,0.828506
01/26/2015,877,0.924137
01/26/2015,968,1.007962
01/26/2015,1059,1.086486
01/26/2015,1150,1.160567
01/26/2015,1241,1.228961
01/26/2015,1332,1.292833
01/26/2015,1423,1.352404
01/26/2015,1514,1.408451
01/26/2015,1605,1.460714
01/26/2015,1696,1.510072
01/26/2015,1787,1.556714
01/26/2015,1878,1.601032
01/26/2015,1969,1.642884
01/26/2015,2060,1.682819
01/26/2015,2151,1.721079
01/26/2015,2242,1.757664
01/26/2015,2333,1.792574
01/26/2015,2424,1.825998
01/26/2015,2515,1.857913
01/26/2015,2606,1.888479
01/26/2015,2697,1.917662
01/26/2015,2795,1.947821
01/26/2015,2886,1.97465
01/26/2015,2970,1.998689
01/26/2015,3068,2.025505
01/26/2015,3159,2.049518
01/26/2015,3250,2.072609
01/26/2015,3341,2.095127
01/26/2015,3432,2.116985
01/26/2015,3523,2.138234
01/26/2015,3614,2.15892
01/27/2015,7,0.139238
01/27/2015,22,0.158577
01/27/2015,50,0.215962
01/27/2015,78,0.236695
01/27/2015,113,0.252871
01/27/2015,141,0.268082
01/27/2015,169,0.28497
01/27/2015,232,0.320429
01/27/2015,323,0.377166
01/27/2015,414,0.453462
01/27/2015,505,0.540551
01/27/2015,603,0.638613
01/27/2015,694,0.730733
01/27/2015,778,0.815753
01/27/2015,876,0.910097
01/27/2015,967,0.992955
01/27/2015,1058,1.071108
01/27/2015,1149,1.145273
01/27/2015,1240,1.214104
01/27/2015,1331,1.27835
01/27/2015,1422,1.338245
01/27/2015,1513,1.394877
01/27/2015,1604,1.447657
01/27/2015,1695,1.497475
01/27/2015,1786,1.544784
01/27/2015,1877,1.589704
01/27/2015,1968,1.632334
01/27/2015,2059,1.672977
01/27/2015,2150,1.711885
01/27/2015,2241,1.74927
01/27/2015,2332,1.784915
01/27/2015,2423,1.819018
01/27/2015,2514,1.851564
01/27/2015,2605,1.882715
01/27/2015,2696,1.912443
01/27/2015,2794,1.943149
01/27/2015,2885,1.970452
01/27/2015,2969,1.994903
01/27/2015,3067,2.02217
01/27/2015,3158,2.046577
01/27/2015,3249,2.070039
01/27/2015,3340,2.092908
01/27/2015,3431,2.115099
01/27/2015,3522,2.136662
01/27/2015,3613,2.157647
01/28/2015,7,0.138617
01/28/2015,21,0.158581
01/28/2015,49,0.217135
01/28/2015,77,0.23771
01/28/2015,112,0.253714
01/28/2015,140,0.268865
01/28/2015,168,0.284879
01/28/2015,231,0.321897
01/28/2015,322,0.374103
01/28/2015,413,0.444569
01/28/2015,504,0.525216
01/28/2015,602,0.616064
01/28/2015,693,0.701989
01/28/2015,777,0.78094
01/28/2015,875,0.86855
01/28/2015,966,0.945898
01/28/2015,1057,1.018619
01/28/2015,1148,1.087411
01/28/2015,1239,1.151286
01/28/2015,1330,1.210907
01/28/2015,1421,1.266767
01/28/2015,1512,1.319546
01/28/2015,1603,1.368909
01/28/2015,1694,1.415676
01/28/2015,1785,1.460244
01/28/2015,1876,1.50269
01/28/2015,1967,1.543073
01/28/2015,2058,1.58189
01/28/2015,2149,1.619127
01/28/2015,2240,1.654976
01/28/2015,2331,1.689205
01/28/2015,2422,1.722188
01/28/2015,2513,1.753694
01/28/2015,2604,1.784053
01/28/2015,2695,1.813213
01/28/2015,2793,1.84335
01/28/2015,2884,1.870158
01/28/2015,2968,1.894178
01/28/2015,3066,1.920974
01/28/2015,3157,1.944968
01/28/2015,3248,1.96804
01/28/2015,3339,1.990541
01/28/2015,3430,2.012383
01/28/2015,3521,2.033615
01/28/2015,3612,2.054285
01/29/2015,7,0.138617
01/29/2015,20,0.158234
01/29/2015,48,0.21821
01/29/2015,76,0.23866
01/29/2015,111,0.256106
01/29/2015,139,0.270884
01/29/2015,167,0.286655
01/29/2015,230,0.319185
01/29/2015,321,0.373757
01/29/2015,412,0.445589
01/29/2015,503,0.527128
01/29/2015,601,0.619464
01/29/2015,692,0.706395
01/29/2015,776,0.786612
01/29/2015,874,0.875951
01/29/2015,965,0.954586
01/29/2015,1056,1.028367
01/29/2015,1147,1.098047
01/29/2015,1238,1.162675
01/29/2015,1329,1.223288
01/29/2015,1420,1.28001
01/29/2015,1511,1.333545
01/29/2015,1602,1.383575
01/29/2015,1693,1.430936
01/29/2015,1784,1.476037
01/29/2015,1875,1.518961
01/29/2015,1966,1.559778
01/29/2015,2057,1.598767
01/29/2015,2148,1.635947
01/29/2015,2239,1.671742
01/29/2015,2330,1.705922
01/29/2015,2421,1.738858
01/29/2015,2512,1.770319
01/29/2015,2603,1.800638
01/29/2015,2694,1.829588
01/29/2015,2792,1.859515
01/29/2015,2883,1.88614
01/29/2015,2967,1.91
01/29/2015,3065,1.936621
01/29/2015,3156,1.960461
01/29/2015,3247,1.983389
01/29/2015,3338,2.005753
01/29/2015,3429,2.027464
01/29/2015,3520,2.048573
01/29/2015,3611,2.069125
01/30/2015,7,0.136752
01/30/2015,19,0.156961
01/30/2015,47,0.218971
01/30/2015,75,0.23941
01/30/2015,110,0.256776
01/30/2015,138,0.271525
01/30/2015,166,0.287283
01/30/2015,229,0.318387
01/30/2015,320,0.370478
01/30/2015,411,0.437609
01/30/2015,502,0.512503
01/30/2015,600,0.597473
01/30/2015,691,0.677443
01/30/2015,775,0.751591
01/30/2015,873,0.834196
01/30/2015,964,0.907321
01/30/2015,1055,0.976106
01/30/2015,1146,1.041582
01/30/2015,1237,1.102622
01/30/2015,1328,1.160137
01/30/2015,1419,1.214157
01/30/2015,1510,1.265617
01/30/2015,1601,1.314094
01/30/2015,1692,1.360069
01/30/2015,1783,1.403924
01/30/2015,1874,1.445967
01/30/2015,1965,1.485985
01/30/2015,2056,1.524467
01/30/2015,2147,1.561396
01/30/2015,2238,1.597166
01/30/2015,2329,1.631322
01/30/2015,2420,1.664235
01/30/2015,2511,1.695675
01/30/2015,2602,1.72615
01/30/2015,2693,1.755246
01/30/2015,2791,1.785496
01/30/2015,2882,1.8124
01/30/2015,2966,1.836502
01/30/2015,3064,1.86339
01/30/2015,3155,1.887462
01/30/2015,3246,1.910608
01/30/2015,3337,1.933178
01/30/2015,3428,1.955085
01/30/2015,3519,1.97638
01/30/2015,3610,1.997108
02/02/2015,7,0.137995
02/02/2015,16,0.15244
02/02/2015,44,0.221555
02/02/2015,72,0.241841
02/02/2015,107,0.258898
02/02/2015,135,0.273535
02/02/2015,163,0.289238
02/02/2015,226,0.32021
02/02/2015,317,0.370816
02/02/2015,408,0.436106
02/02/2015,499,0.509881
02/02/2015,597,0.59405
02/02/2015,688,0.674152
02/02/2015,772,0.748396
02/02/2015,870,0.831076
02/02/2015,961,0.90377
02/02/2015,1052,0.972185
02/02/2015,1143,1.03694
02/02/2015,1234,1.097354
02/02/2015,1325,1.154321
02/02/2015,1416,1.207857
02/02/2015,1507,1.258582
02/02/2015,1598,1.306402
02/02/2015,1689,1.351786
02/02/2015,1780,1.395107
02/02/2015,1871,1.436666
02/02/2015,1962,1.476474
02/02/2015,2053,1.514764
02/02/2015,2144,1.551515
02/02/2015,2235,1.58712
02/02/2015,2326,1.621122
02/02/2015,2417,1.653891
02/02/2015,2508,1.685195
02/02/2015,2599,1.715367
02/02/2015,2690,1.744178
02/02/2015,2788,1.773965
02/02/2015,2879,1.800466
02/02/2015,2963,1.824216
02/02/2015,3061,1.850718
02/02/2015,3152,1.874452
02/02/2015,3243,1.897278
02/02/2015,3334,1.919546
02/02/2015,3425,1.941165
02/02/2015,3516,1.962186
02/02/2015,3607,1.982655
02/03/2015,7,0.137995
02/03/2015,15,0.151402
02/03/2015,43,0.222801
02/03/2015,71,0.242881
02/03/2015,106,0.259755
02/03/2015,134,0.274323
02/03/2015,162,0.292614
02/03/2015,225,0.327036
02/03/2015,316,0.384584
