date,days,rate
01/06/2020,1990,1.632584
01/06/2020,2081,1.642582
01/06/2020,2172,1.653011
01/06/2020,2263,1.664225
01/06/2020,2354,1.675351
01/06/2020,2445,1.686588
01/06/2020,2536,1.697924
01/06/2020,2627,1.709523
01/06/2020,2718,1.720851
01/06/2020,2809,1.731936
01/06/2020,2900,1.742642
01/06/2020,2991,1.753463
01/06/2020,3089,1.76471
01/06/2020,3180,1.774979
01/06/2020,3271,1.784956
01/06/2020,3362,1.795076
01/06/2020,3453,1.805194
01/06/2020,3544,1.815051
01/06/2020,3635,1.824667
01/07/2020,7,1.607912
01/07/2020,8,1.612638
01/07/2020,43,1.806847
01/07/2020,71,1.797531
01/07/2020,99,1.78203
01/07/2020,134,1.763756
01/07/2020,162,1.74962
01/07/2020,253,1.718964
01/07/2020,344,1.684493
01/07/2020,435,1.659162
01/07/2020,526,1.631238
01/07/2020,617,1.611551
01/07/2020,708,1.596925
01/07/2020,799,1.590232
01/07/2020,890,1.584907
01/07/2020,988,1.582251
01/07/2020,1079,1.581939
01/07/2020,1163,1.584631
01/07/2020,1261,1.588063
01/07/2020,1352,1.592521
01/07/2020,1443,1.59769
01/07/2020,1534,1.604042
01/07/2020,1625,1.610814
01/07/2020,1716,1.618473
01/07/2020,1807,1.626887
01/07/2020,1898,1.636187
01/07/2020,1989,1.645559
01/07/2020,2080,1.655657
01/07/2020,2171,1.666177
01/07/2020,2262,1.677475
01/07/2020,2353,1.688679
01/07/2020,2444,1.699988
01/07/2020,2535,1.71139
01/07/2020,2626,1.723051
01/07/2020,2717,1.734438
01/07/2020,2808,1.745577
01/07/2020,2899,1.756333
01/07/2020,2990,1.767201
01/07/2020,3088,1.778496
01/07/2020,3179,1.788806
01/07/2020,3270,1.798823
01/07/2020,3361,1.80898
01/07/2020,3452,1.819133
01/07/2020,3543,1.829023
01/07/2020,3634,1.838671
01/08/2020,7,1.596377
01/08/2020,31,1.699197
01/08/2020,42,1.760019
01/08/2020,70,1.769301
01/08/2020,98,1.764601
01/08/2020,133,1.754771
01/08/2020,161,1.744752
01/08/2020,252,1.723024
01/08/2020,343,1.695413
01/08/2020,434,1.677263
01/08/2020,525,1.654902
01/08/2020,616,1.639148
01/08/2020,707,1.628099
01/08/2020,798,1.624177
01/08/2020,889,1.621058
01/08/2020,987,1.620322
01/08/2020,1078,1.621911
01/08/2020,1162,1.626096
01/08/2020,1260,1.631017
01/08/2020,1351,1.636325
01/08/2020,1442,1.642556
01/08/2020,1533,1.649845
01/08/2020,1624,1.657448
01/08/2020,1715,1.665851
01/08/2020,1806,1.674933
01/08/2020,1897,1.684838
01/08/2020,1988,1.69476
01/08/2020,2079,1.705359
01/08/2020,2170,1.716339
01/08/2020,2261,1.728059
01/08/2020,2352,1.739653
01/08/2020,2443,1.751322
01/08/2020,2534,1.763059
01/08/2020,2625,1.775031
01/08/2020,2716,1.786708
01/08/2020,2807,1.798118
01/08/2020,2898,1.809128
01/08/2020,2989,1.820235
01/08/2020,3087,1.83177
01/08/2020,3178,1.84229
01/08/2020,3269,1.852506
01/08/2020,3360,1.86285
01/08/2020,3451,1.873181
01/08/2020,3542,1.88324
01/08/2020,3633,1.893047
01/09/2020,7,1.583454
01/09/2020,31,1.705778
01/09/2020,41,1.760283
01/09/2020,69,1.767538
01/09/2020,97,1.761836
01/09/2020,132,1.751324
01/09/2020,160,1.741845
01/09/2020,251,1.719254
01/09/2020,342,1.691222
01/09/2020,433,1.67285
01/09/2020,524,1.649459
01/09/2020,615,1.632242
01/09/2020,706,1.620115
01/09/2020,797,1.61537
01/09/2020,888,1.611598
01/09/2020,986,1.610297
01/09/2020,1077,1.611028
01/09/2020,1161,1.614543
01/09/2020,1259,1.618795
01/09/2020,1350,1.62391
01/09/2020,1441,1.629654
01/09/2020,1532,1.636515
01/09/2020,1623,1.643738
01/09/2020,1714,1.651802
01/09/2020,1805,1.66058
01/09/2020,1896,1.669968
01/09/2020,1987,1.679421
01/09/2020,2078,1.689592
01/09/2020,2169,1.70018
01/09/2020,2260,1.711337
01/09/2020,2351,1.722412
01/09/2020,2442,1.733601
01/09/2020,2533,1.744892
01/09/2020,2624,1.756449
01/09/2020,2715,1.767739
01/09/2020,2806,1.778787
01/09/2020,2897,1.789458
01/09/2020,2988,1.800246
01/09/2020,3086,1.81146
01/09/2020,3177,1.821698
01/09/2020,3268,1.831648
01/09/2020,3359,1.841741
01/09/2020,3450,1.851834
01/09/2020,3541,1.861667
01/09/2020,3632,1.87126
01/10/2020,7,1.585866
01/10/2020,31,1.698691
01/10/2020,40,1.739081
01/10/2020,68,1.753089
01/10/2020,96,1.751542
01/10/2020,131,1.743699
01/10/2020,159,1.735504
01/10/2020,187,1.728246
01/10/2020,250,1.711148
01/10/2020,341,1.685196
01/10/2020,432,1.666988
01/10/2020,523,1.642814
01/10/2020,614,1.625058
01/10/2020,705,1.611885
01/10/2020,796,1.606343
01/10/2020,887,1.60142
01/10/2020,985,1.59862
01/10/2020,1076,1.598204
01/10/2020,1160,1.600822
01/10/2020,1258,1.60418
01/10/2020,1349,1.608242
01/10/2020,1440,1.613066
01/10/2020,1531,1.619117
01/10/2020,1622,1.625622
01/10/2020,1713,1.632777
01/10/2020,1804,1.640482
01/10/2020,1895,1.648902
01/10/2020,1986,1.657475
01/10/2020,2077,1.666844
01/10/2020,2168,1.676698
01/10/2020,2259,1.68718
01/10/2020,2350,1.697437
01/10/2020,2441,1.707869
01/10/2020,2532,1.718458
01/10/2020,2623,1.729362
01/10/2020,2714,1.740042
01/10/2020,2805,1.75052
01/10/2020,2896,1.760656
01/10/2020,2987,1.770943
01/10/2020,3085,1.78165
01/10/2020,3176,1.791446
01/10/2020,3267,1.800977
01/10/2020,3358,1.810674
01/10/2020,3449,1.820393
01/10/2020,3540,1.82987
01/10/2020,3631,1.839126
01/13/2020,7,1.587508
01/13/2020,31,1.698306
01/13/2020,37,1.722935
01/13/2020,65,1.747815
01/13/2020,93,1.750855
01/13/2020,128,1.747168
01/13/2020,156,1.740918
01/13/2020,184,1.734259
01/13/2020,247,1.717998
01/13/2020,338,1.692691
01/13/2020,429,1.675978
01/13/2020,520,1.652743
01/13/2020,611,1.635677
01/13/2020,702,1.623036
01/13/2020,793,1.617932
01/13/2020,884,1.613359
01/13/2020,982,1.610869
01/13/2020,1073,1.610698
01/13/2020,1157,1.613515
01/13/2020,1255,1.617073
01/13/2020,1346,1.621296
01/13/2020,1437,1.626263
01/13/2020,1528,1.632742
01/13/2020,1619,1.639628
01/13/2020,1710,1.647124
01/13/2020,1801,1.655393
01/13/2020,1892,1.664565
01/13/2020,1983,1.673821
01/13/2020,2074,1.683815
01/13/2020,2165,1.694242
01/13/2020,2256,1.705251
01/13/2020,2347,1.715994
01/13/2020,2438,1.727064
01/13/2020,2529,1.738245
01/13/2020,2620,1.749701
01/13/2020,2711,1.760895
01/13/2020,2802,1.771854
01/13/2020,2893,1.78244
01/13/2020,2984,1.793149
01/13/2020,3082,1.804282
01/13/2020,3173,1.814451
01/13/2020,3264,1.824333
01/13/2020,3355,1.834363
01/13/2020,3446,1.844396
01/13/2020,3537,1.854172
01/13/2020,3628,1.863711
01/14/2020,7,1.588654
01/14/2020,31,1.691604
01/14/2020,36,1.711692
01/14/2020,64,1.744095
01/14/2020,92,1.749841
01/14/2020,127,1.746404
01/14/2020,155,1.740252
01/14/2020,183,1.733658
01/14/2020,246,1.717485
01/14/2020,337,1.690878
01/14/2020,428,1.673438
01/14/2020,519,1.648833
01/14/2020,610,1.630062
01/14/2020,701,1.615509
01/14/2020,792,1.608362
01/14/2020,883,1.602168
01/14/2020,981,1.598273
01/14/2020,1072,1.597028
01/14/2020,1156,1.598639
01/14/2020,1254,1.600996
01/14/2020,1345,1.60426
01/14/2020,1436,1.60871
01/14/2020,1527,1.614435
01/14/2020,1618,1.620652
01/14/2020,1709,1.62755
01/14/2020,1800,1.635282
01/14/2020,1891,1.643969
01/14/2020,1982,1.652786
01/14/2020,2073,1.662379
01/14/2020,2164,1.672439
01/14/2020,2255,1.683112
01/14/2020,2346,1.693544
01/14/2020,2437,1.704327
01/14/2020,2528,1.715241
01/14/2020,2619,1.726449
01/14/2020,2710,1.737412
01/14/2020,2801,1.748154
01/14/2020,2892,1.758538
01/14/2020,2983,1.769057
01/14/2020,3081,1.779998
01/14/2020,3172,1.789998
01/14/2020,3263,1.799722
01/14/2020,3354,1.809602
01/14/2020,3445,1.819493
01/14/2020,3536,1.829134
01/14/2020,3627,1.838545
01/15/2020,7,1.580292
01/15/2020,31,1.690966
01/15/2020,35,1.707212
01/15/2020,63,1.740995
01/15/2020,91,1.747758
01/15/2020,126,1.744873
01/15/2020,154,1.73988
01/15/2020,182,1.734086
01/15/2020,245,1.719037
01/15/2020,336,1.69193
01/15/2020,427,1.673149
01/15/2020,518,1.64766
01/15/2020,609,1.628279
01/15/2020,700,1.613281
01/15/2020,791,1.6058
01/15/2020,882,1.598821
01/15/2020,980,1.594247
01/15/2020,1071,1.592485
01/15/2020,1155,1.593693
01/15/2020,1253,1.595649
01/15/2020,1344,1.598594
01/15/2020,1435,1.602446
01/15/2020,1526,1.607645
01/15/2020,1617,1.613396
01/15/2020,1708,1.620147
01/15/2020,1799,1.627747
01/15/2020,1890,1.636073
01/15/2020,1981,1.644561
01/15/2020,2072,1.653856
01/15/2020,2163,1.663641
01/15/2020,2254,1.674063
01/15/2020,2345,1.684263
01/15/2020,2436,1.694832
01/15/2020,2527,1.705548
01/15/2020,2618,1.716571
01/15/2020,2709,1.727362
01/15/2020,2800,1.737943
01/15/2020,2891,1.748175
01/15/2020,2982,1.758552
01/15/2020,3080,1.76935
01/15/2020,3171,1.779225
01/15/2020,3262,1.78883
01/15/2020,3353,1.798598
01/15/2020,3444,1.808383
01/15/2020,3535,1.817924
01/15/2020,3626,1.827238
01/16/2020,7,1.578893
01/16/2020,31,1.679576
01/16/2020,34,1.69422
01/16/2020,62,1.734415
01/16/2020,90,1.744875
01/16/2020,125,1.744191
01/16/2020,153,1.740217
01/16/2020,181,1.733556
01/16/2020,244,1.717277
01/16/2020,335,1.690567
01/16/2020,426,1.673112
01/16/2020,517,1.649358
01/16/2020,608,1.631958
01/16/2020,699,1.61909
01/16/2020,790,1.613257
01/16/2020,881,1.607587
01/16/2020,979,1.604657
01/16/2020,1070,1.604155
01/16/2020,1154,1.606353
01/16/2020,1252,1.6089
01/16/2020,1343,1.612317
01/16/2020,1434,1.616583
01/16/2020,1525,1.622147
01/16/2020,1616,1.627937
01/16/2020,1707,1.634724
01/16/2020,1798,1.642101
01/16/2020,1889,1.650226
01/16/2020,1980,1.658533
01/16/2020,2071,1.667661
01/16/2020,2162,1.677295
01/16/2020,2253,1.687374
01/16/2020,2344,1.697257
01/16/2020,2435,1.707533
01/16/2020,2526,1.717977
01/16/2020,2617,1.728748
01/16/2020,2708,1.739303
01/16/2020,2799,1.749663
01/16/2020,2890,1.759689
01/16/2020,2981,1.769872
01/16/2020,3079,1.780473
01/16/2020,3170,1.790177
01/16/2020,3261,1.79962
01/16/2020,3352,1.809235
01/16/2020,3443,1.818875
01/16/2020,3534,1.828278
01/16/2020,3625,1.837462
01/17/2020,7,1.577119
01/17/2020,31,1.676164
01/17/2020,33,1.685717
01/17/2020,61,1.730474
01/17/2020,89,1.742292
01/17/2020,124,1.74376
01/17/2020,152,1.740771
01/17/2020,180,1.735562
01/17/2020,243,1.721317
01/17/2020,334,1.697553
01/17/2020,425,1.681804
01/17/2020,516,1.659143
01/17/2020,607,1.642519
01/17/2020,698,1.63023
01/17/2020,789,1.624853
01/17/2020,880,1.619543
01/17/2020,978,1.61693
01/17/2020,1069,1.616672
01/17/2020,1153,1.619064
01/17/2020,1251,1.622198
01/17/2020,1342,1.626086
01/17/2020,1433,1.630763
01/17/2020,1524,1.636689
01/17/2020,1615,1.643085
01/17/2020,1706,1.650414
01/17/2020,1797,1.658279
01/17/2020,1888,1.667088
01/17/2020,1979,1.676248
01/17/2020,2070,1.686154
01/17/2020,2161,1.696501
01/17/2020,2252,1.707235
01/17/2020,2343,1.717723
01/17/2020,2434,1.728747
01/17/2020,2525,1.739885
01/17/2020,2616,1.751301
01/17/2020,2707,1.762289
01/17/2020,2798,1.773053
01/17/2020,2889,1.783458
01/17/2020,2980,1.793997
01/17/2020,3078,1.804957
01/17/2020,3169,1.814974
01/17/2020,3260,1.824713
01/17/2020,3351,1.834608
01/17/2020,3442,1.844513
01/17/2020,3533,1.854167
01/17/2020,3624,1.86359
01/21/2020,7,1.573703
01/21/2020,29,1.672377
01/21/2020,57,1.720611
01/21/2020,85,1.731231
01/21/2020,120,1.731546
01/21/2020,148,1.726956
01/21/2020,176,1.719799
01/21/2020,239,1.702808
01/21/2020,330,1.674114
01/21/2020,421,1.653459
01/21/2020,512,1.625785
01/21/2020,603,1.60494
01/21/2020,694,1.588899
01/21/2020,785,1.580675
01/21/2020,876,1.57311
01/21/2020,974,1.568047
01/21/2020,1065,1.565924
01/21/2020,1149,1.567235
01/21/2020,1247,1.568899
01/21/2020,1338,1.571616
01/21/2020,1429,1.575274
01/21/2020,1520,1.580609
01/21/2020,1611,1.586482
01/21/2020,1702,1.593347
01/21/2020,1793,1.600795
01/21/2020,1884,1.609231
01/21/2020,1975,1.618052
01/21/2020,2066,1.627874
01/21/2020,2157,1.638357
01/21/2020,2248,1.649218
01/21/2020,2339,1.659822
01/21/2020,2430,1.670954
01/21/2020,2521,1.682193
01/21/2020,2612,1.693704
01/21/2020,2703,1.704779
01/21/2020,2794,1.715625
01/21/2020,2885,1.726106
01/21/2020,2976,1.736716
01/21/2020,3074,1.747749
01/21/2020,3165,1.757828
01/21/2020,3256,1.767626
01/21/2020,3347,1.777577
01/21/2020,3438,1.787535
01/21/2020,3529,1.79724
01/21/2020,3620,1.80671
01/22/2020,7,1.574585
01/22/2020,28,1.667896
01/22/2020,56,1.717966
01/22/2020,84,1.731281
01/22/2020,119,1.733073
01/22/2020,147,1.72816
01/22/2020,175,1.71996
01/22/2020,238,1.701517
01/22/2020,329,1.6703
01/22/2020,420,1.648234
01/22/2020,511,1.619638
01/22/2020,602,1.59816
01/22/2020,693,1.581659
01/22/2020,784,1.573679
01/22/2020,875,1.566308
01/22/2020,973,1.561416
01/22/2020,1064,1.559427
01/22/2020,1148,1.560844
01/22/2020,1246,1.562615
01/22/2020,1337,1.565419
01/22/2020,1428,1.569474
01/22/2020,1519,1.57516
01/22/2020,1610,1.581059
01/22/2020,1701,1.587948
01/22/2020,1792,1.595675
01/22/2020,1883,1.604362
01/22/2020,1974,1.613412
01/22/2020,2065,1.623443
01/22/2020,2156,1.634119
01/22/2020,2247,1.645156
01/22/2020,2338,1.655922
01/22/2020,2429,1.667394
01/22/2020,2520,1.678949
01/22/2020,2611,1.690752
01/22/2020,2702,1.701931
01/22/2020,2793,1.712874
01/22/2020,2884,1.723604
01/22/2020,2975,1.734449
01/22/2020,3073,1.745718
01/22/2020,3164,1.756004
01/22/2020,3255,1.765998
01/22/2020,3346,1.776133
01/22/2020,3437,1.786265
01/22/2020,3528,1.796135
01/22/2020,3619,1.805763
01/23/2020,7,1.582319
01/23/2020,27,1.666007
01/23/2020,55,1.711506
01/23/2020,83,1.722037
01/23/2020,118,1.722082
01/23/2020,146,1.716331
01/23/2020,174,1.707543
01/23/2020,237,1.688292
01/23/2020,328,1.656446
01/23/2020,419,1.634046
01/23/2020,510,1.60432
01/23/2020,601,1.581302
01/23/2020,692,1.563673
01/23/2020,783,1.554838
01/23/2020,874,1.546791
01/23/2020,972,1.541317
01/23/2020,1063,1.538885
01/23/2020,1147,1.539958
01/23/2020,1245,1.541388
01/23/2020,1336,1.54392
01/23/2020,1427,1.547416
01/23/2020,1518,1.552613
01/23/2020,1609,1.558078
01/23/2020,1700,1.564579
01/23/2020,1791,1.571703
01/23/2020,1882,1.579846
01/23/2020,1973,1.588401
01/23/2020,2064,1.59776
01/23/2020,2155,1.607607
01/23/2020,2246,1.617883
01/23/2020,2337,1.627948
01/23/2020,2428,1.638583
01/23/2020,2519,1.64936
01/23/2020,2610,1.660441
01/23/2020,2701,1.670946
01/23/2020,2792,1.681259
01/23/2020,2883,1.691398
01/23/2020,2974,1.701689
01/23/2020,3072,1.712398
01/23/2020,3163,1.722196
01/23/2020,3254,1.731727
01/23/2020,3345,1.741426
01/23/2020,3436,1.751145
01/23/2020,3527,1.760623
01/23/2020,3618,1.769878
01/24/2020,7,1.583201
01/24/2020,26,1.6609
01/24/2020,54,1.707265
01/24/2020,82,1.715915
01/24/2020,117,1.714764
01/24/2020,145,1.707453
01/24/2020,173,1.696773
01/24/2020,236,1.673568
01/24/2020,327,1.63729
01/24/2020,418,1.610212
01/24/2020,509,1.575658
01/24/2020,600,1.548521
01/24/2020,691,1.527201
01/24/2020,782,1.514958
01/24/2020,873,1.503687
01/24/2020,971,1.495422
01/24/2020,1062,1.490428
01/24/2020,1146,1.4895
01/24/2020,1244,1.48894
01/24/2020,1335,1.489541
01/24/2020,1426,1.491354
01/24/2020,1517,1.495071
01/24/2020,1608,1.499224
01/24/2020,1699,1.504555
01/24/2020,1790,1.510627
01/24/2020,1881,1.517822
01/24/2020,1972,1.525284
01/24/2020,2063,1.533647
01/24/2020,2154,1.542583
01/24/2020,2245,1.552226
01/24/2020,2336,1.561904
01/24/2020,2427,1.571992
01/24/2020,2518,1.582263
01/24/2020,2609,1.592873
01/24/2020,2700,1.602938
01/24/2020,2791,1.61284
01/24/2020,2882,1.622595
01/24/2020,2973,1.632525
01/24/2020,3071,1.64287
01/24/2020,3162,1.652349
01/24/2020,3253,1.66158
01/24/2020,3344,1.670994
01/24/2020,3435,1.680444
01/24/2020,3526,1.689667
01/24/2020,3617,1.69868
01/27/2020,7,1.584214
01/27/2020,23,1.642051
01/27/2020,51,1.697322
01/27/2020,79,1.702648
01/27/2020,114,1.699324
01/27/2020,142,1.689912
01/27/2020,170,1.676095
01/27/2020,233,1.645879
01/27/2020,324,1.602858
01/27/2020,415,1.569844
01/27/2020,506,1.529625
01/27/2020,597,1.497817
01/27/2020,688,1.472418
01/27/2020,779,1.456494
01/27/2020,870,1.442316
01/27/2020,968,1.431546
01/27/2020,1059,1.424647
01/27/2020,1143,1.421867
01/27/2020,1241,1.419468
01/27/2020,1332,1.418951
01/27/2020,1423,1.419791
01/27/2020,1514,1.422656
01/27/2020,1605,1.426055
01/27/2020,1696,1.430444
01/27/2020,1787,1.435672
01/27/2020,1878,1.442106
01/27/2020,1969,1.449112
01/27/2020,2060,1.457061
01/27/2020,2151,1.465619
01/27/2020,2242,1.474916
01/27/2020,2333,1.484275
01/27/2020,2424,1.494069
01/27/2020,2515,1.504067
01/27/2020,2606,1.514425
01/27/2020,2697,1.524253
01/27/2020,2788,1.533935
01/27/2020,2879,1.543482
01/27/2020,2970,1.553218
01/27/2020,3068,1.563368
01/27/2020,3159,1.572676
01/27/2020,3250,1.581744
01/27/2020,3341,1.591006
01/27/2020,3432,1.600311
01/27/2020,3523,1.609397
01/27/2020,3614,1.618279
01/28/2020,7,1.582187
01/28/2020,22,1.638151
01/28/2020,50,1.702382
01/28/2020,78,1.711411
01/28/2020,113,1.710046
01/28/2020,141,1.701455
01/28/2020,169,1.690677
01/28/2020,232,1.664608
01/28/2020,323,1.626137
01/28/2020,414,1.596808
01/28/2020,505,1.558934
01/28/2020,596,1.528769
01/28/2020,687,1.504587
01/28/2020,778,1.489608
01/28/2020,869,1.476179
01/28/2020,967,1.466061
01/28/2020,1058,1.459663
01/28/2020,1142,1.457278
01/28/2020,1240,1.455671
01/28/2020,1331,1.455786
01/28/2020,1422,1.457179
01/28/2020,1513,1.460531
01/28/2020,1604,1.464362
01/28/2020,1695,1.469408
01/28/2020,1786,1.475227
01/28/2020,1877,1.482195
01/28/2020,1968,1.489686
01/28/2020,2059,1.498076
01/28/2020,2150,1.507039
01/28/2020,2241,1.516708
01/28/2020,2332,1.52641
01/28/2020,2423,1.536521
01/28/2020,2514,1.546813
01/28/2020,2605,1.557444
01/28/2020,2696,1.567528
01/28/2020,2787,1.577447
01/28/2020,2878,1.587218
01/28/2020,2969,1.597163
01/28/2020,3067,1.607524
01/28/2020,3158,1.617016
01/28/2020,3249,1.626258
01/28/2020,3340,1.635684
01/28/2020,3431,1.645146
01/28/2020,3522,1.654379
01/28/2020,3613,1.663401
01/29/2020,7,1.587002
01/29/2020,21,1.633621
01/29/2020,49,1.703197
01/29/2020,77,1.712048
01/29/2020,112,1.70889
01/29/2020,140,1.699456
01/29/2020,168,1.685572
01/29/2020,231,1.655267
01/29/2020,322,1.609326
01/29/2020,413,1.573614
01/29/2020,504,1.53073
01/29/2020,595,1.4971
01/29/2020,686,1.469711
01/29/2020,777,1.45288
01/29/2020,868,1.437989
01/29/2020,966,1.426611
01/29/2020,1057,1.419254
01/29/2020,1141,1.416122
01/29/2020,1239,1.413774
01/29/2020,1330,1.413299
01/29/2020,1421,1.414179
01/29/2020,1512,1.416778
01/29/2020,1603,1.420228
01/29/2020,1694,1.424935
01/29/2020,1785,1.43045
01/29/2020,1876,1.437144
01/29/2020,1967,1.444387
01/29/2020,2058,1.452552
01/29/2020,2149,1.461309
01/29/2020,2240,1.47079
01/29/2020,2331,1.480318
01/29/2020,2422,1.490269
01/29/2020,2513,1.500413
01/29/2020,2604,1.510906
01/29/2020,2695,1.52086
01/29/2020,2786,1.530659
01/29/2020,2877,1.540317
01/29/2020,2968,1.550157
01/29/2020,3066,1.560412
01/29/2020,3157,1.56981
01/29/2020,3248,1.578964
01/29/2020,3339,1.588307
01/29/2020,3430,1.59769
01/29/2020,3521,1.606848
01/29/2020,3612,1.615799
01/30/2020,7,1.597776
01/30/2020,20,1.642459
01/30/2020,48,1.696517
01/30/2020,76,1.700484
01/30/2020,111,1.692965
01/30/2020,139,1.681571
01/30/2020,167,1.665509
01/30/2020,230,1.630874
01/30/2020,321,1.581682
01/30/2020,412,1.543063
01/30/2020,503,1.497394
01/30/2020,594,1.461847
01/30/2020,685,1.433059
01/30/2020,776,1.414579
01/30/2020,867,1.398387
01/30/2020,965,1.385889
01/30/2020,1056,1.378115
01/30/2020,1140,1.37466
01/30/2020,1238,1.371594
01/30/2020,1329,1.370548
01/30/2020,1420,1.370931
01/30/2020,1511,1.373093
01/30/2020,1602,1.376158
01/30/2020,1693,1.380522
01/30/2020,1784,1.385987
01/30/2020,1875,1.392637
01/30/2020,1966,1.39984
01/30/2020,2057,1.40797
01/30/2020,2148,1.416694
01/30/2020,2239,1.426146
01/30/2020,2330,1.435648
01/30/2020,2421,1.445574
01/30/2020,2512,1.455695
01/30/2020,2603,1.466167
01/30/2020,2694,1.476103
01/30/2020,2785,1.485884
01/30/2020,2876,1.495525
01/30/2020,2967,1.505348
01/30/2020,3065,1.515587
01/30/2020,3156,1.524972
01/30/2020,3247,1.534113
01/30/2020,3338,1.543443
01/30/2020,3429,1.552814
01/30/2020,3520,1.561961
01/30/2020,3611,1.570902
01/31/2020,7,1.610952
01/31/2020,19,1.650706
01/31/2020,47,1.684412
01/31/2020,75,1.67594
01/31/2020,110,1.658447
01/31/2020,138,1.641646
01/31/2020,166,1.621973
01/31/2020,229,1.582472
01/31/2020,320,1.529652
01/31/2020,411,1.491273
01/31/2020,502,1.445741
01/31/2020,593,1.40953
01/31/2020,684,1.380264
01/31/2020,775,1.362025
01/31/2020,866,1.346026
01/31/2020,964,1.333701
01/31/2020,1055,1.326063
01/31/2020,1139,1.323089
01/31/2020,1237,1.320905
01/31/2020,1328,1.320562
01/31/2020,1419,1.321558
01/31/2020,1510,1.324566
01/31/2020,1601,1.328381
01/31/2020,1692,1.333416
01/31/2020,1783,1.339483
01/31/2020,1874,1.346678
01/31/2020,1965,1.354376
01/31/2020,2056,1.362958
01/31/2020,2147,1.372096
01/31/2020,2238,1.381928
01/31/2020,2329,1.391781
01/31/2020,2420,1.402032
01/31/2020,2511,1.412455
01/31/2020,2602,1.423208
01/31/2020,2693,1.433575
01/31/2020,2784,1.44376
01/31/2020,2875,1.453779
01/31/2020,2966,1.463957
01/31/2020,3064,1.474556
01/31/2020,3155,1.484253
01/31/2020,3246,1.49369
01/31/2020,3337,1.5033
01/31/2020,3428,1.512935
01/31/2020,3519,1.522334
01/31/2020,3610,1.531512
02/03/2020,7,1.604364
02/03/2020,16,1.639306
02/03/2020,44,1.69223
02/03/2020,72,1.68824
