"","secid","date","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","cfadj","forward_price","index_flag","issuer","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"359021",108105,2015-05-27,2015-06-19,"C",2280,0.1,0.15,159,1570,0.117291,0.006372,0.000293,9.347858,-8.868347,107051382,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.931350877192982,0.125,23,17,0.176405357142857,0.109322034537426
"359241",108105,2015-05-27,2015-07-17,"C",2125,33.6,35.4,793,12456,0.119766,0.481411,0.004224,312.4531,-120.1059,107237912,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.999284705882353,34.5,51,36,0.246285628571429,0.108938070580337
"359248",108105,2015-05-27,2015-07-17,"C",2160,15.9,17,265,2344,0.104614,0.3156,0.004318,279.014,-95.74915,107271245,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.983092592592593,16.45,51,36,0.246285628571429,0.0963747680794928
"359250",108105,2015-05-27,2015-07-17,"C",2170,12,13.1,101,1400,0.100465,0.265867,0.00415,257.5324,-85.34968,107360519,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.978562211981567,12.55,51,36,0.246285628571429,0.0928519465290813
"359252",108105,2015-05-27,2015-07-17,"C",2180,8.8,9.8,437,2277,0.096621,0.217695,0.003871,231.0567,-74.04801,107271246,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.974073394495413,9.3,51,36,0.246285628571429,0.0895790115328875
"359254",108105,2015-05-27,2015-07-17,"C",2190,6.2,7,272,11639,0.092699,0.171659,0.003492,199.9401,-61.7868,107360520,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.969625570776256,6.6,51,36,0.246285628571429,0.0861919714151937
"359257",108105,2015-05-27,2015-07-17,"C",2205,3.4,4,267,660,0.087622,0.112252,0.002768,149.8353,-44.08767,107655693,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.96302947845805,3.7,51,36,0.246285628571429,0.0818108122631653
"359259",108105,2015-05-27,2015-07-17,"C",2215,2.3,3.2,225,848,0.087569,0.087723,0.002313,125.1359,-37.00192,107655694,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.958681715575621,2.75,51,36,0.246285628571429,0.0820184548096836
"359261",108105,2015-05-27,2015-07-17,"C",2225,1.4,2.1,2973,15439,0.084832,0.061421,0.001819,95.29951,-27.41189,107559272,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.954373033707865,1.75,51,36,0.246285628571429,0.0796421491745878
"359263",108105,2015-05-27,2015-07-17,"C",2235,0.8,1.7,101,4317,0.084853,0.045968,0.001445,75.74405,-21.89022,107655695,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.950102908277405,1.25,51,36,0.246285628571429,0.0798647122940242
"359265",108105,2015-05-27,2015-07-17,"C",2245,0.4,1.1,195,633,0.082565,0.030135,0.001052,53.65334,-15.14079,107655696,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.945870824053452,0.75,51,36,0.246285628571429,0.0778658531943396
"359274",108105,2015-05-27,2015-07-17,"C",2300,0.1,0.35,149,4008,0.093417,0.009218,0.000338,19.50114,-6.334805,107237917,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.923252173913043,0.225,51,36,0.246285628571429,0.0889682365262834
"359419",108105,2015-05-27,2015-08-21,"C",2275,1.2,1.85,167,6098,0.086532,0.042791,0.001026,93.18998,-15.88409,107521770,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.933397802197802,1.525,86,61,0.281550785714286,0.0807136661328805
"359534",108105,2015-05-27,2015-09-18,"C",1950,186.7,189.6,150,7549,0.182108,0.796265,0.00129,328.0628,-69.81155,105389261,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,1.0889641025641,188.15,114,80,0.306501685714286,0.146249697006208
"359555",108105,2015-05-27,2015-09-18,"C",2125,54.1,56.4,615,10059,0.129592,0.481225,0.002589,468.2897,-82.06892,105389268,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.999284705882353,55.25,114,80,0.306501685714286,0.115213696181326
"359570",108105,2015-05-27,2015-09-18,"C",2250,5.9,7.1,2305,17880,0.094344,0.120854,0.001801,237.1326,-32.15061,105389273,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.943768888888889,6.5,114,80,0.306501685714286,0.0869746415198021
"359645",108105,2015-05-27,2015-12-19,"C",2000,163.4,167.1,200,44417,0.169999,0.674033,0.00131,561.1104,-63.75741,100269209,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,1.06174,165.25,206,144,0.387830307692308,0.139699728827897
"359653",108105,2015-05-27,2015-12-19,"C",2125,78.2,81.4,1351,5374,0.141217,0.482447,0.00176,626.5035,-63.85299,102498027,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.999284705882353,79.8,206,144,0.387830307692308,0.122245864124441
"359670",108105,2015-05-27,2015-12-19,"C",2350,4.2,5.3,700,12211,0.097684,0.070944,0.000873,214.8408,-16.55246,104877338,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.903608510638298,4.75,206,144,0.387830307692308,0.0893552963224791
"360612",108105,2015-05-27,2015-06-12,"C",2120,19.7,20.3,117,968,0.107426,0.520035,0.008335,176.9898,-198.2155,107097405,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,1.00164150943396,20,16,12,0.162884214285714,0.0981021450727163
"360614",108105,2015-05-27,2015-06-12,"C",2130,13.9,14.4,492,3228,0.100837,0.432284,0.008764,174.6902,-185.42,107097407,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.99693896713615,14.15,16,12,0.162884214285714,0.092582084244016
"360616",108105,2015-05-27,2015-06-12,"C",2140,9,9.4,935,5359,0.093888,0.336235,0.008736,162.1238,-161.5637,107097409,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.992280373831776,9.2,16,12,0.162884214285714,0.086600662563828
"360618",108105,2015-05-27,2015-06-12,"C",2150,5.3,5.6,1824,6150,0.087694,0.239564,0.007963,138.024,-129.4719,107097411,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.98766511627907,5.45,16,12,0.162884214285714,0.081232833164551
"360620",108105,2015-05-27,2015-06-12,"C",2160,2.8,3,409,3394,0.082418,0.153171,0.00645,105.0837,-93.29709,107097413,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.983092592592593,2.9,16,12,0.162884214285714,0.0766405416898585
"360622",108105,2015-05-27,2015-06-12,"C",2170,1.4,1.6,2366,9965,0.079884,0.091431,0.004625,73.03256,-63.26857,107097415,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.978562211981567,1.5,16,12,0.162884214285714,0.0745551692235335
"360624",108105,2015-05-27,2015-06-12,"C",2180,0.7,0.85,644,5592,0.079215,0.052559,0.003047,47.70302,-41.21861,107097417,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.974073394495413,0.775,16,12,0.162884214285714,0.0741660013721881
"360626",108105,2015-05-27,2015-06-12,"C",2190,0.4,0.5,108,816,0.081148,0.032093,0.001994,31.98281,-28.45313,107097419,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.969625570776256,0.45,16,12,0.162884214285714,0.0761852426302862
"360629",108105,2015-05-27,2015-06-12,"C",2205,0.2,0.3,6865,7408,0.087063,0.017935,0.00114,19.61839,-18.83965,107591493,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.96302947845805,0.25,16,12,0.162884214285714,0.0820099386231735
"360790",108105,2015-05-27,2015-06-26,"C",2125,25.4,26.4,321,874,0.115545,0.480887,0.005657,242.2429,-153.3257,107297968,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.999284705882353,25.9,30,22,0.194673107142857,0.105748075165716
"360797",108105,2015-05-27,2015-06-26,"C",2160,8.7,9.2,289,1528,0.096433,0.25676,0.005485,196.0461,-105.9684,107297975,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.983092592592593,8.95,30,22,0.194673107142857,0.0894076240072996
"360800",108105,2015-05-27,2015-06-26,"C",2175,4.7,5,146,2434,0.090473,0.167346,0.004546,152.422,-78.00028,107297978,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.976312643678161,4.85,30,22,0.194673107142857,0.0843057874035386
"360805",108105,2015-05-27,2015-06-26,"C",2200,1.4,1.6,353,576,0.084842,0.066812,0.002507,78.82522,-38.33309,107297983,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.965218181818182,1.5,30,22,0.194673107142857,0.0796420564320835
"360807",108105,2015-05-27,2015-06-26,"C",2210,0.9,1.1,4494,3095,0.085384,0.046918,0.001885,59.65454,-29.33537,107297984,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.960850678733032,1,30,22,0.194673107142857,0.0803626566251212
"360967",108105,2015-05-27,2015-06-30,"C",2120,30,30.8,1001,806,0.117346,0.507478,0.005235,258.0524,-144.7594,107298264,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,1.00164150943396,30.4,34,24,0.205111821428571,0.108776248947565
"360983",108105,2015-05-27,2015-06-30,"C",2200,1.75,2,558,3853,0.084213,0.077078,0.002647,93.63216,-39.62932,104605586,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.965218181818182,1.875,34,24,0.205111821428571,0.0802894316027355
"361321",108105,2015-05-27,2015-07-10,"C",2175,8.3,8.9,10769,10423,0.094437,0.218912,0.004237,217.4747,-77.64278,107387233,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.976312643678161,8.6,44,31,0.231208607142857,0.0887173186041336
"361324",108105,2015-05-27,2015-07-10,"C",2190,4.7,5.3,147,5039,0.089431,0.148677,0.003513,170.7619,-58.22124,107387236,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.969625570776256,5,44,31,0.231208607142857,0.0844141144663345
"361329",108105,2015-05-27,2015-07-10,"C",2215,1.6,2.05,7428,8691,0.084322,0.06753,0.0021,96.23919,-31.33443,107591526,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.958681715575621,1.825,44,31,0.231208607142857,0.0801629232522709
"361332",108105,2015-05-27,2015-07-10,"C",2230,0.85,1.25,114,9277,0.084189,0.042027,0.001445,66.10433,-21.63659,107387242,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,0.952233183856502,1.05,44,31,0.231208607142857,0.0803445977505757
"361655",108105,2015-05-27,2015-07-31,"C",2120,43.1,44.2,224,500,0.125945,0.500026,0.003523,356.3152,-109.0149,107522298,1,NA,1,"CBOE S&P 500 INDEX","E",2123.48,1.00164150943396,43.65,65,46,0.260486028571429,0.114425693270293
"378067",108105,2015-06-03,2015-06-19,"C",2100,28.6,29.8,3014,143416,0.131125,0.593772,0.006895,166.056,-243.6944,101609635,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,1.0067,29.2,16,12,0.165547285714286,0.116295293237658
"378070",108105,2015-06-03,2015-06-19,"C",2115,19,20,7916,32934,0.120954,0.486089,0.007686,170.7451,-233.9019,106837691,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.999560283687943,19.5,16,12,0.165547285714286,0.107997351721411
"378078",108105,2015-06-03,2015-06-19,"C",2155,3,3.6,818,8784,0.095771,0.155248,0.00581,102.2036,-113.5466,106837697,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.981006960556845,3.3,16,12,0.165547285714286,0.0866586787583003
"378080",108105,2015-06-03,2015-06-19,"C",2165,1.4,2.05,669,4465,0.091463,0.094686,0.004301,72.24452,-77.01401,106837699,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.976475750577367,1.725,16,12,0.165547285714286,0.0829757429442689
"378082",108105,2015-06-03,2015-06-19,"C",2175,0.85,1,7675,56716,0.090125,0.056555,0.002944,48.72684,-51.41161,102498023,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.971986206896552,0.925,16,12,0.165547285714286,0.0819619689305101
"378084",108105,2015-06-03,2015-06-19,"C",2185,0.4,0.8,529,18668,0.093083,0.037824,0.002064,35.28146,-38.60654,106837702,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.967537757437071,0.6,16,12,0.165547285714286,0.084844691200238
"378086",108105,2015-06-03,2015-06-19,"C",2195,0.25,0.7,109,3944,0.099183,0.029168,0.001564,28.48402,-33.33136,106837704,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.963129840546697,0.475,16,12,0.165547285714286,0.0905850207362973
"378089",108105,2015-06-03,2015-06-19,"C",2210,0.05,0.35,235,9948,0.099981,0.013419,0.000803,14.74352,-17.45569,106837706,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.956592760180996,0.2,16,12,0.165547285714286,0.0915000222280098
"378103",108105,2015-06-03,2015-06-19,"C",2280,0,0.05,203,1672,0.127139,0.00161,9.6e-05,2.230405,-3.392655,107051382,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.927223684210526,0.025,16,12,0.165547285714286,0.117015249331485
"378328",108105,2015-06-03,2015-07-17,"C",2150,14.5,15.7,1847,21065,0.106517,0.30992,0.004558,255.6493,-105.068,107237913,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.983288372093023,15.1,44,31,0.252734,0.0986795831306231
"378332",108105,2015-06-03,2015-07-17,"C",2170,7.7,8.7,525,2845,0.098154,0.207342,0.004013,207.3747,-79.36591,107360519,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.974225806451613,8.2,44,31,0.252734,0.0914854490751254
"378334",108105,2015-06-03,2015-07-17,"C",2180,5.3,5.8,637,3163,0.093417,0.158205,0.00356,175.1194,-64.07439,107271246,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.969756880733945,5.55,44,31,0.252734,0.0872959875922608
"378338",108105,2015-06-03,2015-07-17,"C",2200,2.05,2.65,5607,26355,0.086797,0.082748,0.00242,110.598,-37.94203,107237915,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.960940909090909,2.35,44,31,0.252734,0.0815327915451823
"378340",108105,2015-06-03,2015-07-17,"C",2210,1.25,2,1520,2614,0.086293,0.060796,0.001921,87.29216,-29.91302,107360521,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.956592760180996,1.625,44,31,0.252734,0.0812772981941053
"378342",108105,2015-06-03,2015-07-17,"C",2220,0.9,1.35,356,6782,0.086194,0.044333,0.001497,67.92729,-23.34929,107271247,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.952283783783784,1.125,44,31,0.252734,0.0813807877857677
"378346",108105,2015-06-03,2015-07-17,"C",2240,0.3,0.75,142,7105,0.086369,0.022675,0.000859,39.05453,-13.54899,107271248,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.94378125,0.525,44,31,0.252734,0.0818821953416392
"378554",108105,2015-06-03,2015-08-21,"C",2190,10.7,12.1,2600,553,0.100719,0.209212,0.002917,280.575,-59.1784,107655812,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.965328767123288,11.4,79,56,0.288083857142857,0.0925614383829974
"378560",108105,2015-06-03,2015-08-21,"C",2220,4.3,5.4,186,4192,0.091913,0.113074,0.002133,187.2122,-36.51289,107559310,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.952283783783784,4.85,79,56,0.288083857142857,0.0851220631770992
"378566",108105,2015-06-03,2015-08-21,"C",2250,1.55,2,386,13582,0.085961,0.051107,0.001248,102.4836,-18.91954,107521769,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.939586666666667,1.775,79,56,0.288083857142857,0.0801678751942791
"378725",108105,2015-06-03,2015-09-18,"C",2125,47.8,50,500,10110,0.128831,0.456141,0.002689,449.6312,-84.73287,105389268,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.994856470588235,48.9,107,75,0.3103638,0.115538255026552
"378735",108105,2015-06-03,2015-09-18,"C",2175,23.4,25.1,1001,5833,0.1132,0.303892,0.002704,397.2288,-67.45195,105389270,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.971986206896552,24.25,107,75,0.3103638,0.103072696879996
"378745",108105,2015-06-03,2015-09-18,"C",2225,8.2,9.2,403,8524,0.098417,0.152554,0.002099,268.1447,-40.44308,105389272,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.950143820224719,8.7,107,75,0.3103638,0.0907550047611845
"379791",108105,2015-06-03,2015-06-26,"C",2165,3.2,3.5,143,2319,0.090305,0.138807,0.004616,117.3888,-79.23529,107297976,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.976475750577367,3.35,23,17,0.188469785714286,0.0844312988019013
"379798",108105,2015-06-03,2015-06-26,"C",2200,0.45,0.55,894,10474,0.08537,0.02886,0.001454,34.95929,-22.66689,107297983,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.960940909090909,0.5,23,17,0.188469785714286,0.0805254935547607
"379802",108105,2015-06-03,2015-06-26,"C",2220,0.15,0.3,134,877,0.089623,0.01359,0.000731,18.4561,-12.64735,107297985,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.952283783783784,0.225,23,17,0.188469785714286,0.0848516299186778
"379961",108105,2015-06-03,2015-06-30,"C",2125,19,19.8,883,3820,0.111345,0.421967,0.006105,224.7403,-154.4047,104605583,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.994856470588235,19.4,27,19,0.201568357142857,0.104828953493814
"379971",108105,2015-06-03,2015-06-30,"C",2175,2.5,2.8,1557,7860,0.087913,0.109695,0.003711,107.8604,-60.26725,104605585,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.971986206896552,2.65,27,19,0.201568357142857,0.0841485619898562
"380135",108105,2015-06-03,2015-07-02,"C",2120,23.1,23.8,217,254,0.115928,0.455819,0.005732,235.9666,-156.2855,107345787,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.997202830188679,23.45,29,21,0.208117642857143,0.107217123715317
"380141",108105,2015-06-03,2015-07-02,"C",2150,9.2,9.8,501,1095,0.100412,0.264825,0.005468,194.9759,-113.9979,107345793,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.983288372093023,9.5,29,21,0.208117642857143,0.0938721075150348
"380149",108105,2015-06-03,2015-07-02,"C",2190,1.45,1.65,121,535,0.086708,0.068684,0.00256,78.82245,-40.62414,107345801,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.965328767123288,1.55,29,21,0.208117642857143,0.0819995449523162
"380308",108105,2015-06-03,2015-07-10,"C",2125,23.4,24.3,506,2081,0.113432,0.431673,0.005141,264.174,-133.0106,107387223,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.994856470588235,23.85,37,26,0.234314785714286,0.105901714930431
"380325",108105,2015-06-03,2015-07-10,"C",2210,0.85,1.3,145,497,0.085111,0.045954,0.001682,64.86192,-25.65782,107387239,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.956592760180996,1.075,37,26,0.234314785714286,0.0815664371665725
"381502",108105,2015-06-03,2015-09-30,"C",2100,66.8,68.2,200,495,0.137424,0.521088,0.002386,477.7884,-83.63382,105469902,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,1.0067,67.5,119,83,0.3199566,0.122395292043679
"381513",108105,2015-06-03,2015-09-30,"C",2400,0.2,0.6,500,1451,0.098324,0.010103,0.000226,32.4351,-4.563047,105469910,1,NA,1,"CBOE S&P 500 INDEX","E",2114.07,0.8808625,0.4,119,83,0.3199566,0.0938605274475674
"398201",108105,2015-06-10,2015-07-17,"C",2150,9.5,10.4,3295,26405,0.103699,0.247778,0.004609,208.9239,-101.238,107237913,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.979162790697674,9.95,37,26,0.2028828,0.096888120337386
"398203",108105,2015-06-10,2015-07-17,"C",2160,6.6,7.5,646,5159,0.099739,0.195508,0.004185,182.4423,-85.4682,107271245,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.97462962962963,7.05,37,26,0.2028828,0.0934559125724661
"398205",108105,2015-06-10,2015-07-17,"C",2170,4.4,5,295,4275,0.095447,0.146486,0.003634,151.6358,-68.29375,107360519,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.970138248847926,4.7,37,26,0.2028828,0.0896645077305704
"398207",108105,2015-06-10,2015-07-17,"C",2180,2.75,3.5,976,2942,0.092748,0.107341,0.003011,122.0883,-53.68377,107271246,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.965688073394495,3.125,37,26,0.2028828,0.0873574385069162
"398209",108105,2015-06-10,2015-07-17,"C",2190,1.75,2.5,2001,13740,0.091639,0.078519,0.002418,96.86714,-42.2794,107360520,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.961278538812785,2.125,37,26,0.2028828,0.0865340739487229
"398211",108105,2015-06-10,2015-07-17,"C",2200,1.35,1.5,2453,24140,0.090869,0.056268,0.001885,74.85377,-32.53211,107237915,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.956909090909091,1.425,37,26,0.2028828,0.0860056567641457
"398215",108105,2015-06-10,2015-07-17,"C",2220,0.6,0.85,587,6526,0.09253,0.030795,0.001136,45.95656,-20.49013,107271247,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.948288288288288,0.725,37,26,0.2028828,0.0879396781739225
"398229",108105,2015-06-10,2015-07-17,"C",2300,0,0.25,251,4385,0.111746,0.00537,0.000209,10.18571,-5.584033,107237917,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.915304347826087,0.125,37,26,0.2028828,0.107269171249292
"398431",108105,2015-06-10,2015-08-21,"C",2210,4,4.9,106,170,0.09341,0.108363,0.002143,172.5436,-37.8143,107655813,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.952579185520362,4.45,72,51,0.266776571428571,0.0868710048433568
"398437",108105,2015-06-10,2015-08-21,"C",2240,1.7,1.9,184,3371,0.089861,0.052034,0.001275,98.77544,-21.0809,107559311,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.939821428571428,1.8,72,51,0.266776571428571,0.084158501666961
"398588",108105,2015-06-10,2015-09-18,"C",2075,72.6,74.9,825,11142,0.144328,0.566259,0.002471,428.6683,-95.41805,105389266,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,1.01455421686747,73.75,100,70,0.301067971428571,0.128300559269432
"398597",108105,2015-06-10,2015-09-18,"C",2120,44.9,46.8,200,444,0.129953,0.445429,0.002762,431.4624,-88.74071,107711337,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.993018867924528,45.85,100,70,0.301067971428571,0.117369598066977
"398603",108105,2015-06-10,2015-09-18,"C",2150,29.7,31.2,527,19081,0.120217,0.353198,0.00281,406.1275,-78.42725,105389269,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.979162790697674,30.45,100,70,0.301067971428571,0.109547568669114
"398613",108105,2015-06-10,2015-09-18,"C",2200,11.7,12.9,780,29043,0.105417,0.196358,0.002391,302.9617,-52.45263,105389271,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.956909090909091,12.3,100,70,0.301067971428571,0.0973280720074199
"398621",108105,2015-06-10,2015-09-18,"C",2250,2.95,4.1,320,19987,0.093972,0.077369,0.001405,158.7252,-24.96986,105389273,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,0.935644444444444,3.525,100,70,0.301067971428571,0.0877364912725088
"399457",108105,2015-06-10,2015-06-26,"C",2055,56,57.7,129,177,0.146683,0.780856,0.004558,129.8946,-189.6062,107297954,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,1.02442822384428,56.85,16,12,0.163780173913043,0.130336441336015
"399465",108105,2015-06-10,2015-06-26,"C",2095,25.8,26.8,267,222,0.123776,0.567801,0.007199,173.1194,-224.2805,107297962,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,1.00486873508353,26.3,16,12,0.163780173913043,0.113267212436193
"399467",108105,2015-06-10,2015-06-26,"C",2105,19.9,20.3,367,201,0.118169,0.494188,0.007653,175.6814,-219.277,107297964,1,NA,1,"CBOE S&P 500 INDEX","E",2105.2,1.00009501187648,20.1,16,12,0.163780173913043,0.108689190693707
