"","secid","date","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","am_settlement","contract_size","forward_price","index_flag","issuer","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"140191",108105,2019-02-13,2019-03-15,"C",2770,30.2,30.7,559,1547,0.121614,0.440923,0.004176,305.8003,-241.2078,126800195,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.993873646209386,30.45,30,21,2.52788728571429,0.112517637834241
"140193",108105,2019-02-13,2019-03-15,"C",2780,25.5,25.9,224,1696,0.119334,0.397783,0.004161,299.0361,-231.0839,126800196,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.990298561151079,25.7,30,21,2.52788728571429,0.110786006294982
"140195",108105,2019-02-13,2019-03-15,"C",2790,21.3,21.7,216,9072,0.117414,0.354863,0.004082,288.583,-219.0803,126800198,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.986749103942652,21.5,30,21,2.52788728571429,0.109354244113134
"140197",108105,2019-02-13,2019-03-15,"C",2800,17.6,17.9,7061,34136,0.11552,0.312558,0.003946,274.5136,-204.7462,118526873,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.983225,17.75,30,21,2.52788728571429,0.107904595664357
"140199",108105,2019-02-13,2019-03-15,"C",2810,14.3,14.6,500,4376,0.113671,0.271514,0.003756,257.1074,-188.4439,126800201,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.979725978647687,14.45,30,21,2.52788728571429,0.10645907308782
"140201",108105,2019-02-13,2019-03-15,"C",2820,11.6,11.9,2868,2635,0.11255,0.233768,0.003506,237.6166,-172.2138,126800203,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.976251773049645,11.75,30,21,2.52788728571429,0.105679173694187
"140203",108105,2019-02-13,2019-03-15,"C",2830,9.2,9.5,1851,8234,0.111066,0.197774,0.003225,215.6636,-154.0633,126800204,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.972802120141343,9.35,30,21,2.52788728571429,0.104519859900383
"140205",108105,2019-02-13,2019-03-15,"C",2840,7.3,7.6,379,3907,0.11026,0.166158,0.002913,193.4012,-137.0008,126800206,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.96937676056338,7.45,30,21,2.52788728571429,0.103983659282133
"140207",108105,2019-02-13,2019-03-15,"C",2850,5.7,5.9,5491,33573,0.109109,0.136926,0.002588,170.0468,-119.0786,118526875,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.965975438596491,5.8,30,21,2.52788728571429,0.103092112321607
"140209",108105,2019-02-13,2019-03-15,"C",2860,4.5,4.7,1429,6283,0.10902,0.113317,0.002269,148.9872,-104.1407,126800209,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.962597902097902,4.6,30,21,2.52788728571429,0.103198418674599
"140211",108105,2019-02-13,2019-03-15,"C",2870,3.5,3.7,1708,7203,0.108823,0.092574,0.001963,128.6287,-89.66508,126800211,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.959243902439024,3.6,30,21,2.52788728571429,0.103181605212941
"140213",108105,2019-02-13,2019-03-15,"C",2880,2.75,2.9,230,458,0.108957,0.075415,0.001681,110.2712,-76.89718,126800212,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.955913194444445,2.825,30,21,2.52788728571429,0.103466930663118
"140215",108105,2019-02-13,2019-03-15,"C",2890,2.1,2.3,1618,2984,0.109102,0.060891,0.001423,93.48235,-65.22497,126800214,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.95260553633218,2.2,30,21,2.52788728571429,0.103748310834133
"140217",108105,2019-02-13,2019-03-15,"C",2900,1.65,1.8,1729,31620,0.109569,0.049224,0.001198,79.01707,-55.32726,118526877,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.949320689655172,1.725,30,21,2.52788728571429,0.104326092394925
"140219",108105,2019-02-13,2019-03-15,"C",2910,1.3,1.45,171,1173,0.110486,0.040149,0.001008,67.05453,-47.31124,126800217,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.946058419243986,1.375,30,21,2.52788728571429,0.105325610426701
"140221",108105,2019-02-13,2019-03-15,"C",2920,1.05,1.15,179,2244,0.111522,0.032772,0.000846,56.78855,-40.41771,126800219,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.942818493150685,1.1,30,21,2.52788728571429,0.106430303754227
"140223",108105,2019-02-13,2019-03-15,"C",2930,0.8,0.95,163,257,0.112483,0.026597,0.000705,47.75352,-34.25989,126800220,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.939600682593857,0.875,30,21,2.52788728571429,0.107454491255015
"140227",108105,2019-02-13,2019-03-15,"C",2950,0.55,0.65,180,21277,0.115838,0.018546,0.000505,35.23068,-26.00129,118526879,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.933230508474576,0.6,30,21,2.52788728571429,0.110861582240232
"140230",108105,2019-02-13,2019-03-15,"C",2965,0.4,0.5,162,132,0.118187,0.014086,0.000391,27.83372,-20.94399,126967071,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.928509274873525,0.45,30,21,2.52788728571429,0.113242446023809
"140232",108105,2019-02-13,2019-03-15,"C",2975,0.3,0.45,159,4726,0.119865,0.011807,0.000331,23.89438,-18.22714,118526880,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.925388235294118,0.375,30,21,2.52788728571429,0.114931492408839
"140235",108105,2019-02-13,2019-03-15,"C",2990,0.25,0.35,163,179,0.123075,0.009427,0.000265,19.63954,-15.37341,126800226,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.920745819397993,0.3,30,21,2.52788728571429,0.118126340797688
"140238",108105,2019-02-13,2019-03-15,"C",3010,0.15,0.3,242,166,0.127304,0.007044,0.000198,15.20361,-12.3013,126800227,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.914627906976744,0.225,30,21,2.52788728571429,0.122327100675493
"140241",108105,2019-02-13,2019-03-15,"C",3030,0.1,0.2,161,256,0.129658,0.004785,0.000138,10.78897,-8.885642,126967073,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.908590759075908,0.15,30,21,2.52788728571429,0.124710403115946
"140243",108105,2019-02-13,2019-03-15,"C",3050,0.1,0.15,653,13153,0.134978,0.003904,0.000111,8.9935,-7.70651,118526882,1,100,2754.460952,1,"CBOE S&P 500 INDEX","E",2753.03,0.902632786885246,0.125,30,21,2.52788728571429,0.12994619683118
"140492",108105,2019-02-13,2019-04-18,"C",2750,65.2,65.9,6508,15277,0.137047,0.52623,0.002531,453.7082,-189.054,127262077,1,100,2756.521911,1,"CBOE S&P 500 INDEX","E",2753.03,1.00110181818182,65.55,64,45,2.60557160714286,0.123843343595203
"140497",108105,2019-02-13,2019-04-18,"C",2775,50.9,51.5,138,3400,0.131384,0.460625,0.002634,452.771,-180.302,127262078,1,100,2756.521911,1,"CBOE S&P 500 INDEX","E",2753.03,0.992082882882883,51.2,64,45,2.60557160714286,0.119669120269651
"140502",108105,2019-02-13,2019-04-18,"C",2800,38.5,39,2601,14462,0.126176,0.391418,0.002655,438.2664,-167.0954,127262079,1,100,2756.521911,1,"CBOE S&P 500 INDEX","E",2753.03,0.983225,38.75,64,45,2.60557160714286,0.115747487059655
"140510",108105,2019-02-13,2019-04-18,"C",2840,22.7,23.2,178,1732,0.118627,0.279812,0.002476,384.2509,-137.104,127485732,1,100,2756.521911,1,"CBOE S&P 500 INDEX","E",2753.03,0.96937676056338,22.95,64,45,2.60557160714286,0.109893664866198
"140513",108105,2019-02-13,2019-04-18,"C",2855,18.2,18.6,130,982,0.116225,0.240309,0.002337,355.2902,-123.9999,127629519,1,100,2756.521911,1,"CBOE S&P 500 INDEX","E",2753.03,0.964283712784588,18.4,64,45,2.60557160714286,0.108020899743063
"140516",108105,2019-02-13,2019-04-18,"C",2870,14.4,14.7,159,357,0.114047,0.20325,0.002164,322.895,-110.4067,127517897,1,100,2756.521911,1,"CBOE S&P 500 INDEX","E",2753.03,0.959243902439024,14.55,64,45,2.60557160714286,0.106319893793932
"140519",108105,2019-02-13,2019-04-18,"C",2885,11.2,11.5,101,175,0.112093,0.169259,0.001966,288.2885,-96.73779,127777213,1,100,2756.521911,1,"CBOE S&P 500 INDEX","E",2753.03,0.954256499133449,11.35,64,45,2.60557160714286,0.104794907398694
"140532",108105,2019-02-13,2019-04-18,"C",2950,3.6,3.9,379,2302,0.108776,0.069417,0.001071,152.4711,-49.35028,127485734,1,100,2756.521911,1,"CBOE S&P 500 INDEX","E",2753.03,0.933230508474576,3.75,64,45,2.60557160714286,0.102760398660683
"140538",108105,2019-02-13,2019-04-18,"C",3000,1.7,1.85,527,3325,0.111591,0.035614,0.000614,89.59575,-29.63638,127262082,1,100,2756.521911,1,"CBOE S&P 500 INDEX","E",2753.03,0.917676666666667,1.775,64,45,2.60557160714286,0.106062078082631
"140743",108105,2019-02-13,2019-05-17,"C",2800,52.9,53.7,183,2629,0.130471,0.420177,0.00216,538.3295,-146.6903,127629730,1,100,2758.292077,1,"CBOE S&P 500 INDEX","E",2753.03,0.983225,53.3,93,65,2.62831751428571,0.118427962694975
"140758",108105,2019-02-13,2019-05-17,"C",2875,23.5,24.1,2541,8040,0.118246,0.250759,0.001943,438.9479,-107.5657,127629745,1,100,2758.292077,1,"CBOE S&P 500 INDEX","E",2753.03,0.957575652173913,23.8,93,65,2.62831751428571,0.109243637681283
"140764",108105,2019-02-13,2019-05-17,"C",2905,15.9,16.3,200,2084,0.11427,0.189994,0.001715,374.3808,-88.403,127777229,1,100,2758.292077,1,"CBOE S&P 500 INDEX","E",2753.03,0.947686746987952,16.1,93,65,2.62831751428571,0.106183386013077
"140852",108105,2019-02-13,2019-06-21,"C",2700,129.5,130.9,164,38924,0.152982,0.610245,0.00153,617.082,-145.1588,116364776,1,100,2760.417619,1,"CBOE S&P 500 INDEX","E",2753.03,1.01964074074074,130.2,128,89,2.64084042857143,0.132985204877836
"140855",108105,2019-02-13,2019-06-21,"C",2775,82.5,83.2,161,12715,0.139328,0.487635,0.001751,643.48,-136.9864,116364779,1,100,2760.417619,1,"CBOE S&P 500 INDEX","E",2753.03,0.992082882882883,82.85,128,89,2.64084042857143,0.124121131678525
"140857",108105,2019-02-13,2019-06-21,"C",2825,56.6,57.3,249,16453,0.130797,0.394405,0.001803,622.0688,-123.7804,117935009,1,100,2760.417619,1,"CBOE S&P 500 INDEX","E",2753.03,0.97452389380531,56.95,128,89,2.64084042857143,0.118072074930419
"140859",108105,2019-02-13,2019-06-21,"C",2875,36.2,36.7,438,8757,0.123105,0.298271,0.001729,561.1489,-104.6306,117935011,1,100,2760.417619,1,"CBOE S&P 500 INDEX","E",2753.03,0.957575652173913,36.45,128,89,2.64084042857143,0.112399056736516
"140861",108105,2019-02-13,2019-06-21,"C",2925,21.5,21.9,832,16378,0.116824,0.208776,0.00151,465.1626,-81.94422,118728561,1,100,2760.417619,1,"CBOE S&P 500 INDEX","E",2753.03,0.941206837606838,21.7,128,89,2.64084042857143,0.107725533867592
"140863",108105,2019-02-13,2019-06-21,"C",2975,12.1,12.5,255,6648,0.112718,0.136375,0.001192,354.3099,-59.95688,118728562,1,100,2760.417619,1,"CBOE S&P 500 INDEX","E",2753.03,0.925388235294118,12.3,128,89,2.64084042857143,0.104843199276069
"140865",108105,2019-02-13,2019-06-21,"C",3025,6.8,7.1,245,5210,0.111184,0.08591,0.000867,254.304,-42.26882,118940198,1,100,2760.417619,1,"CBOE S&P 500 INDEX","E",2753.03,0.910092561983471,6.95,128,89,2.64084042857143,0.104193382641803
"141138",108105,2019-02-13,2019-03-01,"C",2740,35.8,36.2,125,1227,0.124789,0.580697,0.005427,224.9895,-329.1164,127485989,0,100,2753.767318,1,"CBOE S&P 500 INDEX","E",2753.03,1.00475547445255,36,16,11,2.48124528571429,0.119140375520301
"141141",108105,2019-02-13,2019-03-01,"C",2755,26.8,27.2,1877,2122,0.12015,0.497512,0.005756,229.759,-322.5721,127530572,0,100,2753.767318,1,"CBOE S&P 500 INDEX","E",2753.03,0.999284936479129,27,16,11,2.48124528571429,0.115469714108072
"141145",108105,2019-02-13,2019-03-01,"C",2775,17.1,17.5,579,8554,0.115195,0.379337,0.005728,219.2258,-294.0006,127434603,0,100,2753.767318,1,"CBOE S&P 500 INDEX","E",2753.03,0.992082882882883,17.3,16,11,2.48124528571429,0.111514571409085
"141150",108105,2019-02-13,2019-03-01,"C",2800,8.7,9,1560,5433,0.110404,0.239051,0.004873,178.7341,-228.8798,127405483,0,100,2753.767318,1,"CBOE S&P 500 INDEX","E",2753.03,0.983225,8.85,16,11,2.48124528571429,0.107615035855079
"141155",108105,2019-02-13,2019-03-01,"C",2825,3.8,4.1,2349,6631,0.106959,0.129297,0.003418,121.4468,-150.2418,127485990,0,100,2753.767318,1,"CBOE S&P 500 INDEX","E",2753.03,0.97452389380531,3.95,16,11,2.48124528571429,0.104783940576706
"141293",108105,2019-02-13,2019-03-04,"C",2745,34.3,34.8,267,268,0.119575,0.55219,0.00526,248.1493,-293.588,127760015,0,100,2753.919795,1,"CBOE S&P 500 INDEX","E",2753.03,1.00292531876138,34.55,19,12,2.49115671428571,0.119386310693555
"141418",108105,2019-02-13,2019-03-06,"C",2725,50,50.5,509,1032,0.129128,0.638971,0.004384,246.8634,-286.8076,127721632,0,100,2754.023945,1,"CBOE S&P 500 INDEX","E",2753.03,1.01028623853211,50.25,21,14,2.49776433333333,0.12375700794218
"141597",108105,2019-02-13,2019-03-08,"C",2760,30.4,30.8,104,1040,0.121341,0.477638,0.004745,274.9652,-272.3102,127518014,0,100,2754.130092,1,"CBOE S&P 500 INDEX","E",2753.03,0.99747463768116,30.6,23,16,2.50437195238095,0.115130718293457
"141600",108105,2019-02-13,2019-03-08,"C",2775,23,23.4,227,4752,0.117808,0.4045,0.004755,267.5274,-256.5594,127486132,0,100,2754.130092,1,"CBOE S&P 500 INDEX","E",2753.03,0.992082882882883,23.2,23,16,2.50437195238095,0.112374434275108
"141603",108105,2019-02-13,2019-03-08,"C",2790,16.9,17.2,17258,18257,0.114737,0.331436,0.004572,250.5305,-233.4437,127530589,0,100,2754.130092,1,"CBOE S&P 500 INDEX","E",2753.03,0.986749103942652,17.05,23,16,2.50437195238095,0.109949707451946
"141605",108105,2019-02-13,2019-03-08,"C",2800,13.4,13.8,638,9545,0.112785,0.284252,0.004348,234.1835,-214.1965,127486133,0,100,2754.130092,1,"CBOE S&P 500 INDEX","E",2753.03,0.983225,13.6,23,16,2.50437195238095,0.108369485832564
"141609",108105,2019-02-13,2019-03-08,"C",2820,8.2,8.5,376,2663,0.109954,0.199517,0.003677,193.104,-171.7495,127630612,0,100,2754.130092,1,"CBOE S&P 500 INDEX","E",2753.03,0.976251773049645,8.35,23,16,2.50437195238095,0.106150388016881
"141615",108105,2019-02-13,2019-03-08,"C",2850,3.6,3.8,113,9466,0.107684,0.105102,0.002444,125.7107,-109.1551,127486135,0,100,2754.130092,1,"CBOE S&P 500 INDEX","E",2753.03,0.965975438596491,3.7,23,16,2.50437195238095,0.10454021118259
"141741",108105,2019-02-13,2019-03-11,"C",2780,22.1,22.5,117,1442,0.114189,0.38555,0.004554,280.719,-231.2749,127777457,0,100,2754.29306,1,"CBOE S&P 500 INDEX","E",2753.03,0.990298561151079,22.3,26,17,2.51428338095238,0.112474278685717
"142088",108105,2019-02-13,2019-03-15,"C",2690,83.7,84.1,666,2046,0.143216,0.723895,0.002947,262.9485,-240.0714,126800781,0,100,2754.518228,1,"CBOE S&P 500 INDEX","E",2753.03,1.0234312267658,83.9,30,21,2.52788728571429,0.12985603253557
"142098",108105,2019-02-13,2019-03-15,"C",2740,47.9,48.3,139,209,0.12899,0.563242,0.003862,310.3211,-252.4846,126800789,0,100,2754.518228,1,"CBOE S&P 500 INDEX","E",2753.03,1.00475547445255,48.1,30,21,2.52788728571429,0.120157051904734
"142101",108105,2019-02-13,2019-03-15,"C",2755,38.9,39.3,138,887,0.125127,0.504435,0.004033,314.3623,-247.4321,126800791,0,100,2754.518228,1,"CBOE S&P 500 INDEX","E",2753.03,0.999284936479129,39.1,30,21,2.52788728571429,0.117275764585072
"142110",108105,2019-02-13,2019-03-15,"C",2800,18.2,18.4,267,995,0.115485,0.315808,0.003898,280.4364,-202.2695,124049047,0,100,2754.518228,1,"CBOE S&P 500 INDEX","E",2753.03,0.983225,18.3,30,21,2.52788728571429,0.1098290205224
"142118",108105,2019-02-13,2019-03-15,"C",2840,7.7,7.9,145,549,0.110127,0.170236,0.002912,199.7948,-136.7343,126800805,0,100,2754.518228,1,"CBOE S&P 500 INDEX","E",2753.03,0.96937676056338,7.8,30,21,2.52788728571429,0.105705516721061
"142129",108105,2019-02-13,2019-03-15,"C",2895,2,2.15,191,666,0.108874,0.057191,0.001335,90.51649,-60.93321,126800814,0,100,2754.518228,1,"CBOE S&P 500 INDEX","E",2753.03,0.950960276338515,2.075,30,21,2.52788728571429,0.105414762154826
"142524",108105,2019-02-13,2019-03-22,"C",2730,60.2,60.7,228,240,0.135216,0.590862,0.00327,339.7025,-236.0704,127695062,0,100,2754.926286,1,"CBOE S&P 500 INDEX","E",2753.03,1.0084358974359,60.45,37,26,2.54961928571429,0.124560324666301
"142529",108105,2019-02-13,2019-03-22,"C",2755,44.6,45.1,236,239,0.128615,0.506945,0.003531,348.9528,-229.7063,127695067,0,100,2754.926286,1,"CBOE S&P 500 INDEX","E",2753.03,0.999284936479129,44.85,37,26,2.54961928571429,0.11963960056413
"142558",108105,2019-02-13,2019-03-22,"C",2900,2.9,3.1,1003,2879,0.108929,0.071678,0.001431,119.7975,-65.62908,127695077,0,100,2754.926286,1,"CBOE S&P 500 INDEX","E",2753.03,0.949320689655172,3,37,26,2.54961928571429,0.1047935275915
"142758",108105,2019-02-13,2019-03-29,"C",2720,72,72.5,410,1283,0.139627,0.612892,0.002859,364.7531,-221.0993,124149665,0,100,2755.334495,1,"CBOE S&P 500 INDEX","E",2753.03,1.01214338235294,72.25,44,31,2.56446378571429,0.127262916239576
"142768",108105,2019-02-13,2019-03-29,"C",2770,41.4,41.8,1036,1619,0.127304,0.459927,0.003255,378.6484,-207.6564,124149673,0,100,2755.334495,1,"CBOE S&P 500 INDEX","E",2753.03,0.993873646209386,41.6,44,31,2.56446378571429,0.11821795049024
"142773",108105,2019-02-13,2019-03-29,"C",2795,29.3,29.7,223,1034,0.121689,0.37471,0.003254,361.8069,-189.0194,124149677,0,100,2755.334495,1,"CBOE S&P 500 INDEX","E",2753.03,0.984983899821109,29.5,44,31,2.56446378571429,0.113840642818288
"142780",108105,2019-02-13,2019-03-29,"C",2830,16.7,17,186,1889,0.115449,0.25823,0.002926,308.6168,-152.2832,124149682,0,100,2755.334495,1,"CBOE S&P 500 INDEX","E",2753.03,0.972802120141343,16.85,44,31,2.56446378571429,0.108959136540325
"142972",108105,2019-02-13,2019-04-05,"C",2750,57.4,58,627,574,0.133944,0.52526,0.00288,408.5595,-204.5899,127760225,0,100,2755.758455,1,"CBOE S&P 500 INDEX","E",2753.03,1.00110181818182,57.7,51,36,2.57930828571429,0.122818221094554
"142997",108105,2019-02-13,2019-04-05,"C",2875,9.1,9.5,915,250,0.110944,0.158072,0.002112,248.1833,-101.3757,127760244,0,100,2755.758455,1,"CBOE S&P 500 INDEX","E",2753.03,0.957575652173913,9.3,51,36,2.57930828571429,0.105026746329597
"143119",108105,2019-02-13,2019-04-12,"C",2760,55.8,56.4,128,209,0.132734,0.498677,0.002731,436.5136,-190.7933,127830789,0,100,2756.198174,1,"CBOE S&P 500 INDEX","E",2753.03,0.99747463768116,56.1,58,41,2.59415278571429,0.121423154292704
"143376",108105,2019-02-13,2019-04-18,"C",2750,65.7,66.1,683,483,0.136679,0.526326,0.002517,457.2615,-187.1534,127263169,0,100,2756.581316,1,"CBOE S&P 500 INDEX","E",2753.03,1.00110181818182,65.9,64,45,2.60557160714286,0.124604456084988
"143582",108105,2019-02-13,2019-04-30,"C",2850,24.9,25.3,1271,8578,0.118853,0.279003,0.002246,421.3013,-125.3066,124637886,0,100,2757.30389,1,"CBOE S&P 500 INDEX","E",2753.03,0.965975438596491,25.1,76,52,2.61535889285714,0.112268318456981
"144043",108105,2019-02-13,2019-06-21,"C",2675,147.4,148.1,125,261,0.156852,0.645663,0.001439,599.9714,-143.969,120968796,0,100,2760.478619,1,"CBOE S&P 500 INDEX","E",2753.03,1.02917009345794,147.75,128,89,2.64084042857143,0.135560952031255
"144292",108105,2019-02-13,2019-06-28,"C",3000,10.2,10.7,1200,2504,0.111963,0.117062,0.001046,328.4469,-51.92615,120968970,0,100,2760.906862,1,"CBOE S&P 500 INDEX","E",2753.03,0.917676666666667,10.45,135,94,2.64282992857143,0.104605646079168
"157995",108105,2019-02-20,2019-03-15,"C",2650,139,141.4,134,63523,0.156272,0.90565,0.001559,113.8971,-158.8854,118526867,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,1.05083018867925,140.2,23,17,2.49819004761905,0.10845518762464
"158005",108105,2019-02-20,2019-03-15,"C",2700,93.9,96,175,56975,0.140561,0.820932,0.00271,178.0086,-218.5472,118526869,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,1.03137037037037,94.95,23,17,2.49819004761905,0.114890833511012
"158010",108105,2019-02-20,2019-03-15,"C",2725,72.8,74.7,163,51373,0.131895,0.756019,0.003468,213.7776,-244.359,118526870,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,1.02190825688073,73.75,23,17,2.49819004761905,0.11145238608216
"158016",108105,2019-02-20,2019-03-15,"C",2755,49.8,51.3,428,8400,0.12179,0.64926,0.004443,252.9352,-264.8419,126800192,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,1.01078039927405,50.55,23,17,2.49819004761905,0.105802271796616
"158020",108105,2019-02-20,2019-03-15,"C",2775,36.7,37.2,5551,36995,0.115224,0.558951,0.005002,269.3835,-265.6588,118526872,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,1.0034954954955,36.95,23,17,2.49819004761905,0.101471422867469
"158022",108105,2019-02-20,2019-03-15,"C",2785,30.7,31.2,11122,6257,0.112373,0.508451,0.005186,272.359,-261.3885,126800197,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.999892280071813,30.95,23,17,2.49819004761905,0.0995522810239232
"158024",108105,2019-02-20,2019-03-15,"C",2795,25.2,25.7,622,2702,0.109472,0.455351,0.005292,270.7609,-252.656,126800199,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.996314847942755,25.45,23,17,2.49819004761905,0.0974925410653163
"158026",108105,2019-02-20,2019-03-15,"C",2805,20.3,20.8,142,2728,0.106767,0.400615,0.00529,264.0101,-239.8338,126800200,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.992762923351159,20.55,23,17,2.49819004761905,0.0955363900509636
"158029",108105,2019-02-20,2019-03-15,"C",2820,14.2,14.5,508,6389,0.103021,0.318284,0.005063,243.7721,-213.1496,126800203,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.987482269503546,14.35,23,17,2.49819004761905,0.0927623574795914
"158031",108105,2019-02-20,2019-03-15,"C",2830,10.9,11.2,680,8678,0.101029,0.266014,0.004749,224.2369,-191.9813,126800204,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.983992932862191,11.05,23,17,2.49819004761905,0.0913086208808339
"158033",108105,2019-02-20,2019-03-15,"C",2840,8.1,8.4,436,8261,0.09883,0.216332,0.004338,200.3797,-167.5921,126800206,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.980528169014084,8.25,23,17,2.49819004761905,0.089611056345589
"158035",108105,2019-02-20,2019-03-15,"C",2850,6,6.2,2289,36353,0.097363,0.172639,0.003838,174.6431,-143.7101,118526875,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.977087719298246,6.1,23,17,2.49819004761905,0.0885494392875358
"158037",108105,2019-02-20,2019-03-15,"C",2860,4.3,4.6,891,8423,0.0963,0.135112,0.003299,148.4667,-120.6897,126800209,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.973671328671329,4.45,23,17,2.49819004761905,0.0878236695389563
"158039",108105,2019-02-20,2019-03-15,"C",2870,3.1,3.3,1639,11374,0.095512,0.103722,0.002759,123.1776,-99.20351,126800211,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.970278745644599,3.2,23,17,2.49819004761905,0.0873206245744326
"158043",108105,2019-02-20,2019-03-15,"C",2890,1.55,1.7,1638,5871,0.095017,0.058801,0.001805,80.14177,-64.08482,126800214,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.96356401384083,1.625,23,17,2.49819004761905,0.0872361334079925
"158050",108105,2019-02-20,2019-03-15,"C",2925,0.5,0.6,240,14030,0.098295,0.022178,0.000786,36.12106,-29.80023,118526878,1,100,2785.680752,1,"CBOE S&P 500 INDEX","E",2784.7,0.952034188034188,0.55,23,17,2.49819004761905,0.0907566642384025
"158310",108105,2019-02-20,2019-04-18,"C",2700,114.6,116.3,338,13667,0.146155,0.718939,0.002102,365.4304,-184.3701,127262071,1,100,2787.536599,1,"CBOE S&P 500 INDEX","E",2784.7,1.03137037037037,115.45,57,41,2.57527389285714,0.12386681504158
"158325",108105,2019-02-20,2019-04-18,"C",2775,60.9,61.6,1632,10697,0.126556,0.544462,0.002862,430.978,-186.2355,127262078,1,100,2787.536599,1,"CBOE S&P 500 INDEX","E",2784.7,1.0034954954955,61.25,57,41,2.57527389285714,0.111742310930611
"158330",108105,2019-02-20,2019-04-18,"C",2800,46.1,46.7,1852,26289,0.120453,0.470332,0.00302,432.782,-177.3841,127262079,1,100,2787.536599,1,"CBOE S&P 500 INDEX","E",2784.7,0.994535714285714,46.4,57,41,2.57527389285714,0.107447429081356
"158336",108105,2019-02-20,2019-04-18,"C",2830,31,31.5,398,1406,0.113358,0.374034,0.003058,412.4427,-158.474,127485731,1,100,2787.536599,1,"CBOE S&P 500 INDEX","E",2784.7,0.983992932862191,31.25,57,41,2.57527389285714,0.102187353828049
"158345",108105,2019-02-20,2019-04-18,"C",2875,14.9,15.2,664,7966,0.104612,0.230956,0.002664,331.5431,-116.911,127485733,1,100,2787.536599,1,"CBOE S&P 500 INDEX","E",2784.7,0.968591304347826,15.05,57,41,2.57527389285714,0.0955642206875787
"158355",108105,2019-02-20,2019-04-18,"C",2925,5.5,5.8,2502,1308,0.098853,0.110185,0.001745,205.1778,-67.98943,127524467,1,100,2787.536599,1,"CBOE S&P 500 INDEX","E",2784.7,0.952034188034188,5.65,57,41,2.57527389285714,0.0913696227306946
"158368",108105,2019-02-20,2019-04-18,"C",3000,1.35,1.5,2366,4558,0.101208,0.033297,0.000671,80.8534,-27.24632,127262082,1,100,2787.536599,1,"CBOE S&P 500 INDEX","E",2784.7,0.928233333333333,1.425,57,41,2.57527389285714,0.0947436097059313
"158578",108105,2019-02-20,2019-05-17,"C",2800,61.1,62,106,2920,0.124953,0.484151,0.002364,533.4123,-150.7229,127629730,1,100,2789.135984,1,"CBOE S&P 500 INDEX","E",2784.7,0.994535714285714,61.55,86,61,2.59476154285714,0.110614014472163
