"","secid","date","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","am_settlement","contract_size","forward_price","index_flag","issuer","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"162",108105,2019-01-02,2019-01-18,"C",2415,107.5,111.4,427,634,0.233181,0.801913,0.002341,141.3642,-421.3683,124048228,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,1.03934989648033,109.45,16,12,2.48726234285714,0.206992723639963
"175",108105,2019-01-02,2019-01-18,"C",2480,58.9,61.8,1667,3557,0.213154,0.62177,0.003503,193.3048,-517.6688,124048238,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,1.01210887096774,60.35,16,12,2.48726234285714,0.192647182426562
"179",108105,2019-01-02,2019-01-18,"C",2500,46.7,48.3,3838,35917,0.205819,0.55066,0.003776,201.2272,-518.5329,117411058,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,1.004012,47.5,16,12,2.48726234285714,0.18664319288329
"182",108105,2019-01-02,2019-01-18,"C",2515,38.1,39.5,1039,17918,0.200296,0.493013,0.003912,202.8561,-507.5413,124048244,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.998023856858847,38.8,16,12,2.48726234285714,0.182026610764035
"184",108105,2019-01-02,2019-01-18,"C",2525,32.8,34.1,2286,12916,0.196436,0.452941,0.003962,201.4866,-493.7229,117411059,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.994071287128713,33.45,16,12,2.48726234285714,0.1787458702993
"186",108105,2019-01-02,2019-01-18,"C",2535,28,29.2,795,856,0.193032,0.41217,0.003961,197.9735,-476.0772,124048247,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.990149901380671,28.6,16,12,2.48726234285714,0.175861259770218
"191",108105,2019-01-02,2019-01-18,"C",2560,17.8,18.7,517,2220,0.184125,0.309475,0.003762,179.3259,-410.1588,124048251,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.98048046875,18.25,16,12,2.48726234285714,0.168181589746985
"193",108105,2019-01-02,2019-01-18,"C",2570,14.5,15.3,22363,2069,0.180783,0.269754,0.003592,168.1216,-377.1636,124048253,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.976665369649806,14.9,16,12,2.48726234285714,0.165277963945859
"197",108105,2019-01-02,2019-01-18,"C",2590,9.2,9.8,19735,20266,0.174487,0.195979,0.003114,140.6874,-304.0605,124048256,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.969123552123552,9.5,16,12,2.48726234285714,0.159781047840805
"201",108105,2019-01-02,2019-01-18,"C",2610,5.5,5.9,145,822,0.168942,0.133531,0.002506,109.6316,-229.0369,124048259,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.961697318007663,5.7,16,12,2.48726234285714,0.154921093702624
"203",108105,2019-01-02,2019-01-18,"C",2620,4.2,4.5,101,815,0.16686,0.108014,0.002186,94.41993,-194.6783,124048261,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.958026717557252,4.35,16,12,2.48726234285714,0.153109436408152
"205",108105,2019-01-02,2019-01-18,"C",2630,3.2,3.5,164,1277,0.165908,0.08728,0.00188,80.75167,-165.4245,124048262,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.954384030418251,3.35,16,12,2.48726234285714,0.15233031215062
"209",108105,2019-01-02,2019-01-18,"C",2650,1.85,1.95,4072,32896,0.163861,0.054456,0.001324,56.1543,-113.4683,117411064,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.947181132075472,1.9,16,12,2.48726234285714,0.150613136374562
"214",108105,2019-01-02,2019-01-18,"C",2675,0.85,1,186,20004,0.163261,0.029192,0.000801,33.84371,-68.04042,117411065,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.938328971962617,0.925,16,12,2.48726234285714,0.150233431524155
"217",108105,2019-01-02,2019-01-18,"C",2690,0.6,0.75,186,1627,0.166604,0.021707,0.000612,26.40352,-54.12684,124048272,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.933096654275093,0.675,16,12,2.48726234285714,0.153406286094755
"221",108105,2019-01-02,2019-01-18,"C",2710,0.35,0.5,2284,7591,0.169958,0.014112,0.000415,18.28247,-38.19953,124048275,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.926210332103321,0.425,16,12,2.48726234285714,0.156605602747423
"228",108105,2019-01-02,2019-01-18,"C",2745,0.15,0.3,222,4024,0.179443,0.007569,0.000229,10.62206,-23.40204,124048281,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.91440072859745,0.225,16,12,2.48726234285714,0.16551558684053
"231",108105,2019-01-02,2019-01-18,"C",2760,0.15,0.25,119,2242,0.186488,0.006568,0.000194,9.372543,-21.44934,124048283,1,100,2511.210405,1,"CBOE S&P 500 INDEX","E",2510.03,0.90943115942029,0.2,16,12,2.48726234285714,0.172080170463491
"497",108105,2019-01-02,2019-02-15,"C",2450,106.4,109.4,503,3980,0.211259,0.651298,0.002027,317.8282,-303.747,124459571,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,1.02450204081633,107.9,44,31,2.66733514285714,0.197961302914219
"502",108105,2019-01-02,2019-02-15,"C",2475,90.3,92,3704,2190,0.205718,0.600249,0.002175,332.0571,-307.4449,124459576,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,1.01415353535354,91.15,44,31,2.66733514285714,0.193600002848981
"507",108105,2019-01-02,2019-02-15,"C",2500,74.9,76.5,2707,10278,0.20028,0.545041,0.002293,340.8832,-305.8602,124459581,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,1.004012,75.7,44,31,2.66733514285714,0.189187828289378
"511",108105,2019-01-02,2019-02-15,"C",2520,63.5,65,205,767,0.195698,0.498333,0.002363,343.1562,-299.8708,124459585,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,0.996043650793651,64.25,44,31,2.66733514285714,0.185338229834931
"513",108105,2019-01-02,2019-02-15,"C",2530,58.2,59.6,1801,418,0.193484,0.474282,0.002385,342.4845,-295.4382,124459587,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,0.992106719367589,58.9,44,31,2.66733514285714,0.183462413665214
"522",108105,2019-01-02,2019-02-15,"C",2575,37.3,38.5,4002,6300,0.183622,0.362894,0.002369,322.8587,-262.6645,124459596,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,0.974768932038835,37.9,44,31,2.66733514285714,0.174930067814001
"531",108105,2019-01-02,2019-02-15,"C",2620,21.9,22.7,19190,907,0.174624,0.254411,0.00213,276.1017,-212.4912,124459605,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,0.958026717557252,22.3,44,31,2.66733514285714,0.166988598003881
"535",108105,2019-01-02,2019-02-15,"C",2640,16.8,17.5,158,1262,0.171334,0.210788,0.001956,248.6766,-187.3803,124459609,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,0.950768939393939,17.15,44,31,2.66733514285714,0.164082725925341
"540",108105,2019-01-02,2019-02-15,"C",2665,11.7,12.3,19159,123,0.167458,0.161704,0.001697,210.9573,-154.9874,124459614,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,0.94184990619137,12,44,31,2.66733514285714,0.160634312340973
"547",108105,2019-01-02,2019-02-15,"C",2700,6.9,7.3,1153,12958,0.163911,0.107145,0.001306,158.8916,-113.908,124459621,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,0.929640740740741,7.1,44,31,2.66733514285714,0.157553847000228
"550",108105,2019-01-02,2019-02-15,"C",2715,5.4,5.8,177,1136,0.162711,0.088416,0.001143,138.011,-98.09657,124459624,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,0.924504604051565,5.6,44,31,2.66733514285714,0.156522220038358
"557",108105,2019-01-02,2019-02-15,"C",2750,3.2,3.3,9736,18367,0.161734,0.055949,0.000809,97.10876,-68.4314,124459631,1,100,2513.948566,1,"CBOE S&P 500 INDEX","E",2510.03,0.912738181818182,3.25,44,31,2.66733514285714,0.155839492067772
"799",108105,2019-01-02,2019-03-15,"C",2465,115,116.8,380,5680,0.201359,0.608092,0.001717,423.7437,-237.2345,126800146,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,1.0182677484787,115.9,72,50,2.71754189285714,0.189562476828082
"801",108105,2019-01-02,2019-03-15,"C",2475,108.7,110.5,14038,12683,0.199802,0.590973,0.00175,428.5991,-237.6106,118526860,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,1.01415353535354,109.6,72,50,2.71754189285714,0.188418003078011
"803",108105,2019-01-02,2019-03-15,"C",2485,102.6,104.2,1693,7224,0.198093,0.573507,0.001782,432.689,-237.3738,126800149,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,1.01007243460765,103.4,72,50,2.71754189285714,0.187101220976135
"805",108105,2019-01-02,2019-03-15,"C",2495,96.5,98.2,3139,8221,0.19634,0.555666,0.001812,435.9747,-236.629,126800151,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,1.00602404809619,97.35,72,50,2.71754189285714,0.185722549135988
"807",108105,2019-01-02,2019-03-15,"C",2505,90.7,92.3,6568,11782,0.194648,0.53746,0.001838,438.4052,-235.4775,126800152,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,1.00200798403194,91.5,72,50,2.71754189285714,0.184387070840378
"809",108105,2019-01-02,2019-03-15,"C",2515,85,86.6,4011,1630,0.192894,0.518922,0.001861,439.9276,-233.7675,126800154,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,0.998023856858847,85.8,72,50,2.71754189285714,0.182972609325849
"811",108105,2019-01-02,2019-03-15,"C",2525,79.5,81,1405,3760,0.191067,0.500065,0.001881,440.4939,-231.4775,118526862,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,0.994071287128713,80.25,72,50,2.71754189285714,0.181471823575508
"821",108105,2019-01-02,2019-03-15,"C",2575,54.9,56.2,127,11283,0.182387,0.402531,0.001913,427.5672,-212.8821,118526864,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,0.974768932038835,55.55,72,50,2.71754189285714,0.174215614279171
"828",108105,2019-01-02,2019-03-15,"C",2610,40.7,41.8,305,3951,0.176416,0.333259,0.001859,401.849,-192.6471,126800169,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,0.961697318007663,41.25,72,50,2.71754189285714,0.16907240101638
"831",108105,2019-01-02,2019-03-15,"C",2625,35.5,36.5,508,10282,0.174171,0.304349,0.001812,386.8439,-182.7515,118526866,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,0.956201904761905,36,72,50,2.71754189285714,0.16714007925364
"846",108105,2019-01-02,2019-03-15,"C",2700,16.4,16.9,1540,24030,0.164579,0.175256,0.001415,285.3591,-126.3355,118526869,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,0.929640740740741,16.65,72,50,2.71754189285714,0.1588162393044
"856",108105,2019-01-02,2019-03-15,"C",2750,9.1,9.6,616,37897,0.160599,0.111749,0.001069,210.3718,-90.45972,118526871,1,100,2516.776899,1,"CBOE S&P 500 INDEX","E",2510.03,0.912738181818182,9.35,72,50,2.71754189285714,0.155437903072182
"1213",108105,2019-01-02,2019-06-21,"C",2500,140,141.9,1255,12803,0.189495,0.554408,0.001212,670.0382,-152.6399,116364768,1,100,2526.263412,1,"CBOE S&P 500 INDEX","E",2510.03,1.004012,140.95,170,118,2.72907218681319,0.175081322229838
"1215",108105,2019-01-02,2019-06-21,"C",2550,112.5,114.2,737,4923,0.183436,0.491953,0.001265,677.1172,-148.2285,116364770,1,100,2526.263412,1,"CBOE S&P 500 INDEX","E",2510.03,0.984325490196079,113.35,170,118,2.72907218681319,0.170742451474308
"1220",108105,2019-01-02,2019-06-21,"C",2675,57.6,59.1,252,11507,0.168646,0.327521,0.001249,614.3828,-121.7434,116364775,1,100,2526.263412,1,"CBOE S&P 500 INDEX","E",2510.03,0.938328971962617,58.35,170,118,2.72907218681319,0.159208411939316
"1223",108105,2019-01-02,2019-06-21,"C",2750,35.6,36.5,15002,20145,0.16147,0.235101,0.001111,523.5244,-98.51844,116364778,1,100,2526.263412,1,"CBOE S&P 500 INDEX","E",2510.03,0.912738181818182,36.05,170,118,2.72907218681319,0.153430384977708
"1442",108105,2019-01-02,2019-01-18,"C",2545,24.8,25.3,117,178,0.187886,0.374555,0.003837,199.1217,-436.9264,124048721,0,100,2511.296198,1,"CBOE S&P 500 INDEX","E",2510.03,0.986259332023576,25.05,16,12,2.48726234285714,0.177186218851941
"1446",108105,2019-01-02,2019-01-18,"C",2565,17.1,17.6,122,1585,0.181117,0.294758,0.003623,181.198,-382.4106,124048724,0,100,2511.296198,1,"CBOE S&P 500 INDEX","E",2510.03,0.978569200779727,17.35,16,12,2.48726234285714,0.171109386022354
"1448",108105,2019-01-02,2019-01-18,"C",2575,13.9,14.3,159,822,0.177566,0.25601,0.003447,169.0522,-349.4343,123921816,0,100,2511.296198,1,"CBOE S&P 500 INDEX","E",2510.03,0.974768932038835,14.1,16,12,2.48726234285714,0.1678870279665
"1458",108105,2019-01-02,2019-01-18,"C",2625,4.1,4.3,122,10916,0.165087,0.103079,0.002068,94.27277,-180.3901,123921818,0,100,2511.296198,1,"CBOE S&P 500 INDEX","E",2510.03,0.956201904761905,4.2,16,12,2.48726234285714,0.156604107890156
"1461",108105,2019-01-02,2019-01-18,"C",2640,2.7,2.85,126,475,0.162829,0.073625,0.001631,73.33691,-138.2637,124048736,0,100,2511.296198,1,"CBOE S&P 500 INDEX","E",2510.03,0.950768939393939,2.775,16,12,2.48726234285714,0.154584509763413
"1467",108105,2019-01-02,2019-01-18,"C",2670,1.1,1.25,115,509,0.160648,0.03551,0.000926,41.08729,-76.28419,124048741,0,100,2511.296198,1,"CBOE S&P 500 INDEX","E",2510.03,0.940086142322097,1.175,16,12,2.48726234285714,0.152720154826198
"2028",108105,2019-01-02,2019-01-25,"C",2500,55.7,56.7,267,4014,0.199669,0.547288,0.003146,249.3532,-410.0583,126868106,0,100,2511.921617,1,"CBOE S&P 500 INDEX","E",2510.03,1.004012,56.2,23,16,2.53228054285714,0.194191081621292
"2038",108105,2019-01-02,2019-01-25,"C",2550,29.7,30.2,111,22921,0.183802,0.380617,0.003287,239.8845,-360.5167,126868116,0,100,2511.921617,1,"CBOE S&P 500 INDEX","E",2510.03,0.984325490196079,29.95,23,16,2.53228054285714,0.179704750933749
"2045",108105,2019-01-02,2019-01-25,"C",2585,16.7,17.1,367,235,0.173141,0.261489,0.002981,204.8938,-288.9097,126868123,0,100,2511.921617,1,"CBOE S&P 500 INDEX","E",2510.03,0.970998065764023,16.9,23,16,2.53228054285714,0.169754615203821
"2058",108105,2019-01-02,2019-01-25,"C",2650,4.1,4.4,272,3582,0.158623,0.092676,0.00166,104.5435,-134.256,126868136,0,100,2511.921617,1,"CBOE S&P 500 INDEX","E",2510.03,0.947181132075472,4.25,23,16,2.53228054285714,0.156128478658074
"2237",108105,2019-01-02,2019-01-28,"C",2525,43.2,44.2,104,1501,0.18616,0.468698,0.003186,266.2037,-361.0244,127164964,0,100,2512.20298,1,"CBOE S&P 500 INDEX","E",2510.03,0.994071287128713,43.7,26,17,2.55157405714286,0.187368545760575
"2492",108105,2019-01-02,2019-01-31,"C",2450,95.5,96.6,213,1208,0.214669,0.671671,0.002375,255.2042,-363.1012,121503663,0,100,2512.492343,1,"CBOE S&P 500 INDEX","E",2510.03,1.02450204081633,96.05,29,20,2.57086757142857,0.207672475685835
"2502",108105,2019-01-02,2019-01-31,"C",2500,62.4,63.3,120,1445,0.200548,0.545768,0.00279,280.0504,-368.7333,121503665,0,100,2512.492343,1,"CBOE S&P 500 INDEX","E",2510.03,1.004012,62.85,29,20,2.57086757142857,0.195424735374284
"2509",108105,2019-01-02,2019-01-31,"C",2535,42.9,43.8,1172,114,0.190114,0.444003,0.002934,279.22,-346.6992,124653565,0,100,2512.492343,1,"CBOE S&P 500 INDEX","E",2510.03,0.990149901380671,43.35,29,20,2.57086757142857,0.185959757985888
"2522",108105,2019-01-02,2019-01-31,"C",2600,17.3,17.7,18927,4103,0.17208,0.247489,0.002595,223.5137,-249.2638,121503672,0,100,2512.492343,1,"CBOE S&P 500 INDEX","E",2510.03,0.965396153846154,17.5,29,20,2.57086757142857,0.169218929300138
"2537",108105,2019-01-02,2019-01-31,"C",2675,4.2,4.4,258,1243,0.159312,0.084751,0.001377,109.823,-112.62,121503681,0,100,2512.492343,1,"CBOE S&P 500 INDEX","E",2510.03,0.938328971962617,4.3,29,20,2.57086757142857,0.157343029765928
"2797",108105,2019-01-02,2019-02-01,"C",2700,2.9,3.1,317,9808,0.160179,0.06128,0.00105,87.12766,-86.72977,127011083,0,100,2512.590576,1,"CBOE S&P 500 INDEX","E",2510.03,0.929640740740741,3,30,21,2.57729874285714,0.157098804140205
"3197",108105,2019-01-02,2019-02-08,"C",2520,58.5,59.5,106,183,0.195391,0.494674,0.002551,318.365,-321.2394,127095402,0,100,2513.303111,1,"CBOE S&P 500 INDEX","E",2510.03,0.996043650793651,59,37,26,2.62231694285714,0.188216122659134
"3233",108105,2019-01-02,2019-02-08,"C",2700,4.7,5.1,112,581,0.160956,0.084823,0.001207,124.1197,-101.1479,127095438,0,100,2513.303111,1,"CBOE S&P 500 INDEX","E",2510.03,0.929640740740741,4.9,37,26,2.62231694285714,0.157156344764025
"3429",108105,2019-01-02,2019-02-15,"C",2490,81.9,82.9,114,160,0.201964,0.567442,0.00223,342.0035,-303.2473,124460201,0,100,2514.059258,1,"CBOE S&P 500 INDEX","E",2510.03,1.00804417670683,82.4,44,31,2.66733514285714,0.192944104482435
"3455",108105,2019-01-02,2019-02-15,"C",2620,22.6,23,106,524,0.174319,0.256879,0.00212,280.6986,-210.9244,124460227,0,100,2514.059258,1,"CBOE S&P 500 INDEX","E",2510.03,0.958026717557252,22.8,44,31,2.66733514285714,0.168739329924275
"3463",108105,2019-01-02,2019-02-15,"C",2660,13.1,13.5,107,1880,0.167906,0.173642,0.001752,223.4063,-161.0313,124460235,0,100,2514.059258,1,"CBOE S&P 500 INDEX","E",2510.03,0.94362030075188,13.3,44,31,2.66733514285714,0.162969962497772
"3703",108105,2019-01-02,2019-02-22,"C",2700,9.1,9.6,2006,303,0.162205,0.126591,0.001364,194.7427,-117.119,127336977,0,100,2514.819376,1,"CBOE S&P 500 INDEX","E",2510.03,0.929640740740741,9.35,51,35,2.70106064285714,0.159666460043444
"3817",108105,2019-01-02,2019-02-28,"C",2400,151.1,152.3,138,815,0.211874,0.725156,0.00158,329.2874,-244.1916,121955348,0,100,2515.40193,1,"CBOE S&P 500 INDEX","E",2510.03,1.04584583333333,151.7,57,39,2.70576957142857,0.201092168626606
"3857",108105,2019-01-02,2019-02-28,"C",2600,35.7,36.5,123,361,0.175236,0.328177,0.002076,357.971,-211.1441,121955356,0,100,2515.40193,1,"CBOE S&P 500 INDEX","E",2510.03,0.965396153846154,36.1,57,39,2.70576957142857,0.171261350525452
"3867",108105,2019-01-02,2019-02-28,"C",2650,20.5,21,117,11271,0.166982,0.224069,0.001805,296.5175,-165.667,121955358,0,100,2515.40193,1,"CBOE S&P 500 INDEX","E",2510.03,0.947181132075472,20.75,57,39,2.70576957142857,0.163815624677637
"3877",108105,2019-01-02,2019-02-28,"C",2700,10.8,11.3,108,232,0.161066,0.139596,0.00139,220.1947,-118.0506,121955364,0,100,2515.40193,1,"CBOE S&P 500 INDEX","E",2510.03,0.929640740740741,11.05,57,39,2.70576957142857,0.15850787052431
"4164",108105,2019-01-02,2019-03-15,"C",2700,16.7,17.1,164,613,0.164243,0.176672,0.001415,288.8247,-125.9049,124049043,0,100,2516.875952,1,"CBOE S&P 500 INDEX","E",2510.03,0.929640740740741,16.9,72,50,2.71754189285714,0.159669709605531
"4408",108105,2019-01-02,2019-03-29,"C",2600,53.2,53.9,1510,676,0.179366,0.372012,0.001727,459.8423,-186.5205,119748046,0,100,2518.244399,1,"CBOE S&P 500 INDEX","E",2510.03,0.965396153846154,53.55,86,60,2.72346142857143,0.171888047771618
"4415",108105,2019-01-02,2019-03-29,"C",2635,39.9,40.7,130,432,0.173885,0.309412,0.001661,428.7169,-167.8683,124149651,0,100,2518.244399,1,"CBOE S&P 500 INDEX","E",2510.03,0.952573055028463,40.3,86,60,2.72346142857143,0.167150037494398
"4821",108105,2019-01-02,2019-04-30,"C",2500,119.5,122.2,204,364,0.194868,0.550181,0.001416,561.9725,-185.2899,124637845,0,100,2521.347655,1,"CBOE S&P 500 INDEX","E",2510.03,1.004012,120.85,118,81,2.72835371428571,0.184706268085679
"24704",108105,2019-01-09,2019-02-15,"C",2520,99.8,101.5,232,891,0.191102,0.680624,0.002297,289.2798,-297.07,124459585,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,1.02577777777778,100.65,37,26,2.57942809090909,0.177300569556533
"24715",108105,2019-01-09,2019-02-15,"C",2575,62.7,63.8,380,9739,0.17563,0.545896,0.002775,321.1816,-299.9043,124459596,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,1.00386796116505,63.25,37,26,2.57942809090909,0.164892508398862
"24718",108105,2019-01-09,2019-02-15,"C",2590,53.8,54.8,1781,519,0.171261,0.503622,0.002865,323.3796,-293.7242,124459599,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.998054054054054,54.3,37,26,2.57942809090909,0.161203942779594
"24720",108105,2019-01-09,2019-02-15,"C",2600,48.3,49.2,2268,27224,0.168549,0.474365,0.002906,322.7664,-288.062,124459601,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.994215384615385,48.75,37,26,2.57942809090909,0.15890964241659
"24722",108105,2019-01-09,2019-02-15,"C",2610,43,43.9,877,1708,0.165695,0.444347,0.002933,320.3198,-280.618,124459603,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.990406130268199,43.45,37,26,2.57942809090909,0.156455129546539
"24726",108105,2019-01-09,2019-02-15,"C",2630,33.5,34.3,135,1149,0.160376,0.382994,0.002928,309.5218,-261.6984,124459607,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.982874524714829,33.9,37,26,2.57942809090909,0.151862180314335
"24730",108105,2019-01-09,2019-02-15,"C",2650,25.3,26,2339,25349,0.15512,0.321076,0.002841,290.4759,-236.92,124459611,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.975456603773585,25.65,37,26,2.57942809090909,0.147255900125907
"24734",108105,2019-01-09,2019-02-15,"C",2670,18.6,19.1,170,3402,0.150397,0.26115,0.002661,263.7382,-208.0449,124459615,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.968149812734082,18.85,37,26,2.57942809090909,0.143100921809702
"24736",108105,2019-01-09,2019-02-15,"C",2680,15.8,16.3,230,659,0.148532,0.233156,0.002536,248.2262,-193.145,124459617,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.964537313432836,16.05,37,26,2.57942809090909,0.141481910035378
"24740",108105,2019-01-09,2019-02-15,"C",2700,11,11.4,2540,19212,0.144251,0.179977,0.002239,212.8892,-160.5252,124459621,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.957392592592593,11.2,37,26,2.57942809090909,0.137672588561456
"24744",108105,2019-01-09,2019-02-15,"C",2720,7.5,7.9,116,224,0.141314,0.135321,0.001895,176.4673,-130.0802,124459625,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.950352941176471,7.7,37,26,2.57942809090909,0.135115753893922
"24748",108105,2019-01-09,2019-02-15,"C",2740,5,5.3,117,283,0.138834,0.098529,0.00154,140.8825,-101.8325,124459629,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.943416058394161,5.15,37,26,2.57942809090909,0.132960156813917
"24752",108105,2019-01-09,2019-02-15,"C",2760,3.3,3.6,20083,761,0.137643,0.070823,0.001212,109.9485,-78.65062,124459633,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.936579710144928,3.45,37,26,2.57942809090909,0.132016257777031
"24756",108105,2019-01-09,2019-02-15,"C",2780,2.15,2.35,20024,456,0.136532,0.049438,0.000922,82.95091,-58.76574,124459637,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.929841726618705,2.25,37,26,2.57942809090909,0.131121280971974
"24770",108105,2019-01-09,2019-02-15,"C",2850,0.55,0.7,225,12218,0.141132,0.015539,0.000341,31.68351,-23.09541,124459651,1,100,2587.774755,1,"CBOE S&P 500 INDEX","E",2584.96,0.90700350877193,0.625,37,26,2.57942809090909,0.136039676405157
"24999",108105,2019-01-09,2019-03-15,"C",2500,133.4,135.1,358,45435,0.192738,0.682658,0.0017,383.8275,-228.2366,118526861,1,100,2590.31934,1,"CBOE S&P 500 INDEX","E",2584.96,1.033984,134.25,65,45,2.65468682142857,0.178470981839402
"25007",108105,2019-01-09,2019-03-15,"C",2540,105.7,106.9,318,4943,0.184647,0.613416,0.001908,412.6906,-233.2053,126800158,1,100,2590.31934,1,"CBOE S&P 500 INDEX","E",2584.96,1.01770078740157,106.3,65,45,2.65468682142857,0.172599282643626
"25013",108105,2019-01-09,2019-03-15,"C",2570,86.5,87.6,974,10650,0.178384,0.555333,0.00204,426.3442,-231.5165,126800163,1,100,2590.31934,1,"CBOE S&P 500 INDEX","E",2584.96,1.00582101167315,87.05,65,45,2.65468682142857,0.167718265366788
"25015",108105,2019-01-09,2019-03-15,"C",2580,80.5,81.5,8167,3218,0.176271,0.534867,0.002077,428.933,-229.7848,126800164,1,100,2590.31934,1,"CBOE S&P 500 INDEX","E",2584.96,1.00192248062015,81,65,45,2.65468682142857,0.16602220444808
"25017",108105,2019-01-09,2019-03-15,"C",2590,74.7,75.6,7807,2272,0.174159,0.51389,0.002109,430.3987,-227.4438,126800166,1,100,2590.31934,1,"CBOE S&P 500 INDEX","E",2584.96,0.998054054054054,75.15,65,45,2.65468682142857,0.164306634969032
"25019",108105,2019-01-09,2019-03-15,"C",2600,69,70,2143,27106,0.172031,0.492439,0.002137,430.6586,-224.4555,118526865,1,100,2590.31934,1,"CBOE S&P 500 INDEX","E",2584.96,0.994215384615385,69.5,65,45,2.65468682142857,0.162557675771656
"25029",108105,2019-01-09,2019-03-15,"C",2650,44.2,45,731,31208,0.161506,0.379963,0.002174,411.3872,-199.8803,118526867,1,100,2590.31934,1,"CBOE S&P 500 INDEX","E",2584.96,0.975456603773585,44.6,65,45,2.65468682142857,0.1536765296875
"25034",108105,2019-01-09,2019-03-15,"C",2675,34.1,34.8,821,15782,0.156529,0.322639,0.002115,387.8246,-182.0437,118526868,1,100,2590.31934,1,"CBOE S&P 500 INDEX","E",2584.96,0.966340186915888,34.45,65,45,2.65468682142857,0.1493854752854
"25045",108105,2019-01-09,2019-03-15,"C",2730,17.4,17.9,156,219,0.146483,0.203995,0.001785,306.3265,-133.7145,126800188,1,100,2590.31934,1,"CBOE S&P 500 INDEX","E",2584.96,0.946871794871795,17.65,65,45,2.65468682142857,0.140583432316174
"25051",108105,2019-01-09,2019-03-15,"C",2760,11.4,11.8,307,4634,0.142074,0.149534,0.001512,251.6366,-106.2043,126800193,1,100,2590.31934,1,"CBOE S&P 500 INDEX","E",2584.96,0.936579710144928,11.6,65,45,2.65468682142857,0.136710195921016
