"","x"
"1",2.25819375719928e-07
"2",3.96119993620417e-06
"3",0.783779904314297
"4",229.95991119886
"5",0.00195209523296081
"6",0.153947215724224
"7",-0.789173604267533
"8",0.207614160776638
"9",2.27178661209969
"10",0.836768298967643
"11",1.67333653952147
