"","x"
"1","2015-01-21"
"2","1.45590845507991e-07"
"3","6.02971375249416e-06"
"4","0.870694097254999"
"5","87.9517675203281"
"6","0.000178918160923658"
"7","0.198574722399086"
"8","-0.90397730118057"
"9","0.311384622842921"
"10","2.02836157437259"
"11","0.819895371689557"
"12","0.931412545136888"
"13","28.7842386410186"
